labeled-data\005D\img122.png,305.04710463319293,271.3087088270052,318.07943698675797,258.27637647344017,328.6682070240295,240.35691948728822,343.32958092179024,221.62294172903847,358.8054755916487,205.33252628708215,374.2813702615072,184.96950698463678,396.2734311081482,175.19525771946303,305.04710463319293,260.71993878973365,311.56327080997545,240.35691948728822,320.5229993030514,216.73581709645157,329.4827277961274,197.187318566104,338.44245628920334,176.82429926365865,344.95862246598585,155.64675918911541
labeled-data\005D\img133.png,302.60354231689945,276.1958334595921,323.7810823914427,259.90541801763584,344.95862246598585,245.24404411987513,363.6926002242356,226.51006636162538,392.20082724765916,206.14704705918,422.33809581527834,189.04211084512588,450.03180206660403,171.12265385897393,308.30518772158416,257.46185570134236,312.37779158207326,237.09883639889696,318.07943698675797,215.10677555225595,326.2246447077361,189.04211084512588,327.0391654798339,167.86457077058265,334.36985242871424,140.17086451925695
labeled-data\005D\img139.png,299.3454592285082,281.082958092179,309.11970849368197,271.3087088270052,324.5956031635405,255.83281415714671,347.4021847822793,235.46979485470135,366.136162540529,219.99390018484286,387.31370261507226,198.00183933820182,423.15261658737614,180.89690312414768,301.78902154480164,268.0506257386139,308.30518772158416,250.13116875246203,315.6358746704645,227.32458713372318,324.5956031635405,202.07444319869091,331.111769340323,180.08238235204988,342.51506014969243,151.57415532862638
labeled-data\005D\img149.png,292.8292930517257,259.90541801763584,303.41806308899726,250.94568952455984,318.8939577588558,236.28431562679916,337.6279355171055,219.99390018484286,354.73287173115966,198.81636011029963,367.7652040847247,174.38073694736516,388.12822338717007,149.1305930123329,296.08737614011693,250.13116875246203,303.41806308899726,231.39719099421225,310.74875003787764,209.40513014757124,321.3375200751492,185.7840277567346,331.111769340323,162.9774461379958,345.77314323808366,130.39661525408314
labeled-data\005D\img153.png,304.23258386109507,265.6070634223205,324.5956031635405,251.76021029665765,347.4021847822793,233.8407533105057,369.3942456289203,218.36485864064724,391.3863064755613,204.51800551498434,411.7493257780067,188.22759007302807,432.11234508045214,173.56621617526736,306.67614617738855,249.3166479803642,305.86162540529074,224.06650404533195,305.04710463319293,198.00183933820182,308.30518772158416,174.38073694736516,308.30518772158416,144.243468379746,315.6358746704645,114.10619981212687
labeled-data\005D\img161.png,300.97450077270383,249.3166479803642,322.152040847247,236.28431562679916,334.36985242871424,210.21965091966905,346.58766401018147,185.7840277567346,358.8054755916487,166.23552922638703,365.3216417684312,142.61442683555038,373.4668494894094,114.92072058422468,304.23258386109507,225.69554558952757,318.8939577588558,201.2599224265931,332.7408108845186,177.63882003575645,344.14410169388805,157.2758007333111,354.73287173115966,139.35634374715914,370.2087664010181,109.21907517953997
labeled-data\005D\img189.png,325.4101239356383,263.16350110602707,,,,,357.1764340474531,228.139107905821,367.7652040847247,196.3727977940062,373.4668494894094,170.30813308687613,,,327.8536862519317,245.24404411987513,336.8134147450077,232.2117117663101,341.70053937759457,221.62294172903847,357.1764340474531,193.92923547771278,366.136162540529,171.12265385897393,379.1684948940941,142.61442683555038
labeled-data\005D\img190.png,314.8213538983667,290.85720735735276,329.4827277961274,278.63939577588553,346.58766401018147,265.6070634223205,366.136162540529,241.98596103148387,378.35397412199626,215.10677555225595,393.01534801975697,183.34046544044116,410.1202842338111,166.23552922638703,322.152040847247,273.7522711432987,325.4101239356383,250.94568952455984,331.9262901124208,228.139107905821,343.32958092179024,204.51800551498434,352.2893094148662,171.93717463107174,364.5071209963334,141.79990606345257
labeled-data\005D\img206.png,309.11970849368197,298.18789430623315,328.6682070240295,285.1555619526681,348.21670555437714,269.6796672828096,360.4345171358444,249.3166479803642,379.98301566619193,227.32458713372318,394.6443895639526,201.2599224265931,420.7090542710827,179.26786157995207,313.19231235417107,280.26843732008115,316.4503954425623,252.57473106875545,322.9665616193448,233.0262325384079,331.111769340323,204.51800551498434,340.07149783339895,170.30813308687613,349.03122632647495,142.61442683555038
labeled-data\005D\img209.png,,,,,,,340.88601860549676,246.05856489197294,349.84574709857276,224.88102481742976,360.4345171358444,201.2599224265931,364.5071209963334,176.82429926365865,316.4503954425623,274.5667919153965,324.5956031635405,256.64733492924455,338.44245628920334,239.54239871519042,345.77314323808366,220.80842095694067,355.54739250325747,200.4454016544953,356.3619132753553,174.38073694736516
labeled-data\005D\img215.png,315.6358746704645,287.59912426896153,328.6682070240295,274.5667919153965,346.58766401018147,253.3892518408533,360.4345171358444,236.28431562679916,373.4668494894094,220.80842095694067,384.05561952668097,208.59060937547343,401.9750765128329,189.85663161722368,318.07943698675797,272.12322959910307,321.3375200751492,250.13116875246203,328.6682070240295,229.76814945001664,336.8134147450077,206.96156783127782,346.58766401018147,178.45334080785426,348.21670555437714,150.75963455652857
labeled-data\005D\img218.png,317.26491621466016,271.3087088270052,331.9262901124208,260.71993878973365,349.03122632647495,246.87308566407074,366.9506833126269,232.2117117663101,378.35397412199626,218.36485864064724,401.1605557407351,204.51800551498434,416.63645041059357,196.3727977940062,319.7084785309536,256.64733492924455,321.3375200751492,237.9133571709948,325.4101239356383,212.66321323596253,331.111769340323,184.96950698463678,334.36985242871424,161.34840459380013,330.2972485682252,133.65469834247443
labeled-data\005D\img236.png,313.19231235417107,267.2361049665161,329.4827277961274,255.83281415714671,346.58766401018147,239.54239871519042,364.5071209963334,222.43746250113628,383.24109875458316,208.59060937547343,399.5315141965395,196.3727977940062,419.080012726887,178.45334080785426,317.26491621466016,252.57473106875545,322.9665616193448,236.28431562679916,331.9262901124208,214.29225478015815,342.51506014969243,186.5985485288324,349.03122632647495,167.86457077058265,358.8054755916487,146.68703069603947
