labeled-data\nop8\img066.png,378.0020158177357,291.96821870335737,385.4133627271011,284.55687179399195,385.4133627271011,278.79249086448556,387.0603287069601,270.5576609651907,392.001226646537,260.67586508603677,396.1186415961845,250.7940692068829,400.2360565458319,236.79485837808159,368.12021993858184,283.7333888040625,364.8262879788639,277.1455248846266,359.88539003928696,268.9106949853317,358.2384240594279,261.4993480759663,352.47404312992154,254.91148415653038,347.5331451903446,245.02968827737647
labeled-data\nop8\img073.png,,,360.67561594078745,302.99724154473506,362.3204091423088,291.483689134085,364.1888262182474,284.88433265686035,369.6118063926697,275.06911611557007,373.60544323921204,264.1809844970703,378.9904761314392,252.1041088104248,346.6948737278552,300.5300517424529,342.28356432914734,293.3194465637207,337.71440148353577,283.75507640838623,335.7871844768524,276.63890343904495,329.03316354751587,267.66727244853973,325.61475706100464,260.01612579263747
labeled-data\nop8\img081.png,,,347.5331451903446,316.67270840124206,350.82707715006256,310.08484448180616,354.94449209971,301.8500145825112,359.88539003928696,293.6151846832164,364.8262879788639,283.7333888040625,373.8846008680882,273.85159292490863,329.4165194118958,316.67270840124206,324.4756214723189,309.26136149187664,320.3582065226714,298.55608262279327,316.240791573024,287.02732076378044,309.6529276535881,274.6750759148381,303.06506373415215,265.6167630256137
labeled-data\nop8\img108.png,3.1387572288513184,0.3605036735534668,,,,,345.0500805263338,418.9551622519961,351.62925333241947,410.7311962443889,362.3204091423088,404.1520234383032,374.65635815371957,394.2832642291746,,,,,306.3974402905801,414.84317924819254,300.640664085255,404.1520234383032,297.35107768221224,394.2832642291746,290.7719048761264,377.83533221396027
labeled-data\nop8\img121.png,,,321.18168951260094,417.13763317263977,323.6521384823894,411.3732522431333,327.76955343203684,402.3149393539089,331.0634853917548,394.9035924445435,336.82786632126124,385.02179656538965,341.76876426083817,376.78696666609477,313.7703426032355,415.49066719278073,312.94685961330606,407.2558372934859,311.2998936334471,399.021007394191,310.47641064351757,388.3157285251076,,,,
labeled-data\nop8\img139.png,,,,,,,,,326.12258745217787,415.49066719278073,328.59303642196636,405.6088713136269,,,,,,,,,317.06427456295347,415.49066719278073,317.887757552883,407.2558372934859,,
labeled-data\nop8\img153.png,3.1738959550857544,0.43531227111816406,352.4516499331802,414.84317924819254,355.7412363362231,405.79681663982467,356.5636329369838,387.70409142308887,,,,,,,346.6948737278552,410.7311962443889,351.62925333241947,400.04004043449964,354.91883973546237,389.3488846246103,,,,,,
labeled-data\nop8\img182.png,340.1217982809792,347.96506201856266,342.5922472507677,339.7302321192677,343.41573024069714,330.6719192300434,345.0626962205561,319.1431573710305,345.0626962205561,309.26136149187664,346.7096622004151,300.2030486026523,,,337.6513493111907,338.90674912933827,338.4748323011202,330.6719192300434,339.2983152910497,319.96664036096,339.2983152910497,310.08484448180616,339.2983152910497,300.2030486026523,,
labeled-data\nop8\img184.png,336.4543571472168,341.4834793806076,339.2933043210088,334.2483123736423,342.5828907240516,324.3795531645137,340.9474186897278,314.0331697463989,342.64911675453186,303.64382243156433,341.76049412329087,293.9508789363672,,,335.20690965652466,333.1985479593277,335.93784642219543,324.13854044675827,337.6293396949768,313.58360719680786,338.64166021347046,303.81345868110657,,,,
labeled-data\nop8\img221.png,293.1832678549983,339.7302321192677,294.83023383485727,332.31888520990236,300.5946147643637,324.0840553106075,303.06506373415215,314.2022594314536,304.7120297140111,303.49698056237025,,,,,294.83023383485727,332.31888520990236,297.30068280464576,322.43708933074845,299.7711317744342,314.2022594314536,301.41809775429317,302.67349757244074,,,,
labeled-data\nop8\img225.png,293.2390946784086,316.1555871569065,298.17347428297296,308.75401775006003,302.2854572867765,302.17484494397434,307.21983689134083,289.83889593256356,306.3974402905801,282.43732652571714,,,,,294.06149127916933,307.93162114929936,294.06149127916933,296.4180687386493,300.42892360687256,287.0337071418762,,,,,,
labeled-data\nop8\img238.png,300.5946147643637,314.2022594314536,306.3589956938701,307.61439551201767,309.6529276535881,298.55608262279327,312.12337662337654,286.203837773851,,,,,,,302.2415807442227,307.61439551201767,303.06506373415215,297.7325996328638,305.53551270394064,287.02732076378044,,,,,,
labeled-data\nop8\img253.png,298.17347428297296,373.7233492101567,303.1078538875372,370.4337628071138,306.0496300458908,358.3245937824249,310.5094232943836,349.0514511873352,,,,,,,297.35107768221224,366.3217798033103,302.43497586250305,357.65960574150085,304.6426410675049,350.1014370918274,,,,,,
labeled-data\nop8\img263.png,3.1502615213394165,0.44222092628479004,5.968086361885071,4.986914217472076,3.000370144844055,1.8643043041229248,,,307.4804477095604,406.90648221969604,,,2.1574606895446777,6.1587724685668945,,,0.7071583271026611,0.6686084270477295,303.1874535083771,409.13864374160767,301.47580206394196,408.5945897102356,,,2.7816693782806396,4.695697665214539
labeled-data\nop8\img282.png,,,294.83023383485727,414.6671842028513,307.1824786837996,407.2558372934859,321.18168951260094,400.66797337405,331.0634853917548,391.60966048482555,348.3566281802741,383.37483058553073,365.64977096879335,371.0225857365883,270.12574413697257,409.72628626327435,264.3613632074662,401.49145636397947,260.2439482578187,389.96269450496663,256.95001629810076,380.9043816157422,249.53866938873534,371.84606872651784,246.2447374290174,361.964272847364
labeled-data\nop8\img291.png,300.5641647577286,397.15480971336365,5.921474933624268,4.979577302932739,3.003204047679901,1.8169066905975342,,,0.5505802631378174,4.410089135169983,,,2.1632494926452637,6.203741550445557,302.3281478881836,394.4032951593399,0.8131263256072998,0.6502387523651123,306.964115023613,393.1549959182739,,,,,2.8012982606887817,4.734118461608887
labeled-data\nop8\img302.png,3.1640142798423767,0.4640200138092041,5.971631765365601,4.999194085597992,2.965523838996887,1.846879243850708,,,0.5145883560180664,4.444670706987381,,,2.180562376976013,6.176558971405029,,,0.7572262287139893,0.6664190292358398,5.025762319564819,0.9006037712097168,,,,,2.735077142715454,4.702851295471191
labeled-data\nop8\img312.png,3.1690656542778015,0.460860013961792,5.953444957733154,4.995620787143707,2.976985454559326,1.8245835304260254,,,0.5236873626708984,4.404761254787445,,,2.1937114000320435,6.189936876296997,,,0.7728426456451416,0.707226037979126,5.037439584732056,0.8946404457092285,,,,,2.7565287351608276,4.710848689079285
labeled-data\nop8\img313.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop8\img321.png,3.160386860370636,0.4343295097351074,5.980858087539673,5.015941143035889,2.9960029125213623,1.8796284198760986,,,373.0550367832184,407.1294527053833,,,2.1524661779403687,6.196799039840698,,,0.7296557426452637,0.6902642250061035,374.4426987171173,413.7307287454605,374.121817111969,410.9426996707916,,,2.7713048458099365,4.71373063325882
labeled-data\nop8\img330.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop8\img348.png,3.1332048773765564,0.41748976707458496,5.879100799560547,4.9965726137161255,2.9977502822875977,1.8788280487060547,,,0.5761044025421143,4.545374155044556,,,2.148393154144287,6.184981822967529,,,0.729292631149292,0.7095663547515869,5.015003204345703,0.861961841583252,355.8884877488017,409.4733507633209,,,2.8445308208465576,4.672334372997284
labeled-data\nop8\img375.png,273.4196760966906,382.5513475956012,283.30147197584444,367.7286537768704,298.1241657945752,355.3764089279281,323.6521384823894,343.0241640789857,336.0043833313317,333.1423681998318,351.650560139992,319.96664036096,373.8846008680882,300.2030486026523,272.59619310676106,366.08168779701145,266.8318121772546,348.7885450084922,257.7734992880303,331.4954022199729,251.18563536859432,317.4961913911716,246.2447374290174,306.7909125220882,241.30383948944046,287.02732076378044
labeled-data\nop8\img384.png,307.87794755399227,299.01229298114777,312.6694555282593,290.94411277770996,317.3004891872406,284.107817158103,322.03134763240814,270.2197527885437,325.13007736206055,258.01572370529175,315.669937312603,287.4853982925415,309.37379217147827,296.44906640052795,310.69074416160583,291.7686904370785,311.41543793678284,282.37517416477203,313.56873178482056,273.4455018043518,321.4759488105774,257.9938654899597,314.70889544487,285.4501676559448,308.4923573434353,284.067081451416
labeled-data\nop8\img385.png,309.9995182752609,260.8090749979019,316.82201385498047,251.83623208105564,320.18724060058594,243.2301213145256,324.92894637584686,231.85241723060608,326.71131920814514,223.6402530670166,333.1585259437561,215.8845238685608,311.32068729400635,259.07959747314453,313.79978799819946,251.5296747982502,315.16911220550537,241.46213936805725,318.2631425857544,232.91982984542847,320.3680853843689,223.96432638168335,314.8161150217056,255.30200862884521,309.88826382160187,252.67755603790283
labeled-data\nop8\img395.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop8\img403.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop8\img423.png,3.14054137468338,0.4224221706390381,5.900911450386047,5.101718544960022,336.90672159194946,412.40014600753784,,,0.5271584987640381,4.443142801523209,,,2.1065796613693237,6.215408563613892,333.17687594890594,412.6527850627899,334.86694502830505,411.83594815433025,339.4877751469612,410.0845284461975,,,,,2.827336549758911,4.800713002681732
labeled-data\nop8\img429.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop8\img449.png,3.1239676475524902,0.43981409072875977,5.886142373085022,5.0244104862213135,338.5624809265137,410.9164230823517,,,342.56837940216064,406.31235218048096,346.6277471780777,400.9224696159363,2.1528918743133545,6.16327977180481,339.5605163872242,407.4465663433075,340.58259695768356,405.72912406921387,341.895250082016,405.04218006134033,341.6972941160202,407.4668974876404,340.1023955345154,401.59933161735535,2.7913031578063965,4.67406839132309
labeled-data\nop8\img452.png,326.87486004829407,402.4023337364197,325.4569824934006,399.28708386421204,327.5593762397766,396.43319633603096,327.14225912094116,397.72957932949066,328.23435401916504,394.63994467258453,330.7340986728668,391.1217317581177,329.28665828704834,391.64541149139404,325.14825463294983,398.67157888412476,326.9437782764435,397.7271376848221,327.4516477584839,395.34275072813034,326.9800684452057,392.75786662101746,326.61484241485596,391.7727794647217,326.12009143829346,389.4391598701477
labeled-data\nop8\img461.png,,,,,,,,,,,,,,,,,,,,,,,,,,
