labeled-data\uvfp6\img213.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img290.png,,,269.3022611470431,299.3795656127228,270.9492271269021,291.1447357134279,274.24315908662004,282.90990581413297,275.890125066479,273.0281099349791,278.3605740362675,262.32283106589574,284.1249549657739,249.97058621695345,256.1265333081713,296.08563365300483,252.8326013484533,290.3212527234984,247.89170340887637,282.90990581413297,243.77428845922896,273.85159292490863,244.59777144915842,265.6167630256137,,
labeled-data\uvfp6\img439.png,262.58755588531494,373.0342022180557,268.4787781571136,366.08168779701145,270.12574413697257,353.72944294806905,267.65529516718414,348.7885450084922,0.5482974052429199,4.838596284389496,,,,,260.09291791915894,364.9121410250664,256.0739722251892,358.6707532405853,253.55083906650543,351.7698640823364,253.65549111366272,345.8814537525177,,,,
labeled-data\uvfp6\img442.png,,,,,,,,,,,,,,,265.18484619739564,376.78696666609477,261.8909142376777,371.0225857365883,259.42046526788926,363.61123882722296,,,,,,
labeled-data\uvfp6\img445.png,279.01376271247864,392.3520576953888,280.0075400161265,385.02179656538965,282.9778323173523,373.84149849414825,279.6148319244385,365.1856200695038,278.2326021194458,355.6531352996826,,,,,274.4312068223953,382.7825825214386,269.5508612394333,375.02671670913696,267.0465850830078,367.28876209259033,264.7036807537079,360.91958451271057,262.51499700546265,355.46545600891113,,
labeled-data\uvfp6\img514.png,,,,,,,,,295.6537168247868,329.0249532501844,293.1832678549983,315.84922541131255,296.47719981471624,301.02653159258176,284.9484379557034,362.78775583729345,281.65450599598546,352.9059599581396,275.06664207654956,343.8476470689152,270.12574413697257,332.31888520990236,267.65529516718414,318.31967438110104,,
labeled-data\uvfp6\img524.png,,,,,,,,,,,294.83023383485727,348.7885450084922,289.0658529053508,338.0832661394088,,,,,,,282.4779889859149,366.08168779701145,280.83102300605594,358.67034088764603,278.3605740362675,348.7885450084922
labeled-data\uvfp6\img531.png,3.3770646452903748,0.6334848403930664,,,,,,,,,298.94764878450474,326.5545042803959,299.7711317744342,315.84922541131255,,,,,,,,,,,,
labeled-data\uvfp6\img552.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img553.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img556.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img562.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img593.png,3.35126268863678,0.6368403434753418,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img596.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img608.png,320.51290225982666,408.4637727737427,323.7465367615223,398.6294548511505,326.2744116783142,387.77629709243774,331.1280508041382,375.79276990890503,336.25687742233276,361.688928604126,341.46694707870483,349.86484146118164,350.40977787971497,335.0098967552185,314.41638231277466,401.2235498428345,308.3742587864399,392.2588081359863,302.7613728046417,382.2087149620056,297.201087474823,370.21538257598877,293.3212946653366,360.8638446331024,291.53573244810104,351.1379613876343
labeled-data\uvfp6\img623.png,339.9518214389682,413.96710908412933,340.89472311735153,404.2048780173063,344.04689741134644,390.10507249832153,347.1583905220032,377.3042850494385,354.94449209971,364.4347218171524,362.3558390090754,347.14157902863315,366.47325395872286,336.4363001595498,330.8392415046692,408.63632678985596,323.51602095365524,399.0223009586334,319.9241855144501,390.9779272079468,312.12337662337654,385.84527955531917,308.3946843147278,370.1602249145508,,
labeled-data\uvfp6\img624.png,336.82786632126124,416.31415018271025,337.6513493111907,408.07932028341537,340.1217982809792,394.08010945461405,342.5922472507677,381.7278646056717,343.41573024069714,366.9051707869409,350.82707715006256,352.9059599581396,356.59145807956895,339.7302321192677,327.76955343203684,411.3732522431333,319.53472353274196,402.3149393539089,315.4173085830945,392.43314347475507,308.00596167372913,377.61044965602423,,,,
labeled-data\uvfp6\img630.png,,,300.5946147643637,411.3732522431333,300.5946147643637,401.49145636397947,302.2415807442227,389.96269450496663,303.88854672408166,374.3165176963063,302.2415807442227,365.25820480708194,302.2415807442227,355.3764089279281,294.0067508449278,411.3732522431333,289.0658529053508,402.3149393539089,284.1249549657739,392.43314347475507,280.0075400161265,382.5513475956012,277.537091046338,374.3165176963063,,
labeled-data\uvfp6\img708.png,,,275.890125066479,395.727075434473,280.0075400161265,383.37483058553073,283.30147197584444,371.0225857365883,288.24236991542136,359.4938238775755,294.0067508449278,347.96506201856266,303.88854672408166,332.31888520990236,257.7734992880303,397.374041414332,254.47956732831227,386.6687625452487,249.53866938873534,375.1400006862358,245.42125443908793,362.78775583729345,244.59777144915842,350.4355109883511,247.0682204189469,337.2597831494793
labeled-data\uvfp6\img727.png,,,278.3605740362675,410.54976925320386,280.83102300605594,395.727075434473,286.5954039355624,385.84527955531917,293.1832678549983,368.5521367667999,298.94764878450474,353.72944294806905,312.12337662337654,333.96585118976134,266.00832918732516,413.0202182229923,257.7734992880303,401.49145636397947,252.00911835852384,386.6687625452487,247.89170340887637,372.66955171644736,245.42125443908793,357.8468578977165,,
labeled-data\uvfp6\img747.png,,,,,,,298.94764878450474,380.0808986258127,303.3895688056946,369.71854877471924,306.37445414066315,362.5240955352783,306.2191972732544,353.7365927696228,,,,,,,279.82083320617676,374.9007682800293,279.28109550476074,366.9963002204895,,
labeled-data\uvfp6\img761.png,3.3817225098609924,0.6396374702453613,5.919994592666626,5.3803218603134155,,,,,311.2998936334471,293.6151846832164,309.76035261154175,282.4180244207382,310.04339575767517,273.3904912471771,,,,,,,292.7121343612671,296.74400758743286,289.89128041267395,288.6440432071686,291.7731885910034,282.39884173870087
labeled-data\uvfp6\img769.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img789.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img800.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img801.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img809.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img833.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img841.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img863.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp6\img867.png,,,,,,,,,,,,,,,,,,,,,,,,,,
