labeled-data\004E\img304.png,322.9665616193448,191.4856731614193,330.2972485682252,180.89690312414768,336.8134147450077,162.9774461379958,341.70053937759457,153.203196872822,,,,,,,323.7810823914427,182.52594466834336,326.2246447077361,163.7919669100936,,,,,,,,
labeled-data\004E\img326.png,255.3613375352262,273.7522711432987,270.02271143298685,262.34898033392926,281.4260022423563,246.05856489197294,288.7566891912366,233.0262325384079,298.5309384564104,217.55033786854938,306.67614617738855,204.51800551498434,,,251.2887336747371,262.34898033392926,252.91777521893272,242.80048180358168,253.73229599103053,222.43746250113628,253.73229599103053,199.6308808823975,259.43394139571524,177.63882003575645,255.3613375352262,153.203196872822
labeled-data\004E\img368.png,338.44245628920334,194.7437562498106,347.4021847822793,190.6711523893215,357.9909548195509,177.63882003575645,361.2490379079422,168.67909154268045,371.83780794521374,153.203196872822,375.095891033605,141.79990606345257,,,332.7408108845186,186.5985485288324,332.7408108845186,175.19525771946303,334.36985242871424,162.16292536589793,335.9988939729099,149.1305930123329,,,,
labeled-data\004E\img398.png,237.44188054907426,297.37337353413534,252.1032544468349,286.7846034968637,266.76462834459556,276.1958334595921,280.61148147025847,266.4215841944183,296.90189691221474,258.27637647344017,314.0068331262689,242.80048180358168,331.9262901124208,225.69554558952757,226.03858973970483,280.26843732008115,215.44981970243322,266.4215841944183,207.30461198145508,249.3166479803642,199.97392503257475,227.32458713372318,191.82871731159656,214.29225478015815,185.31255113481404,189.04211084512588
labeled-data\004E\img414.png,294.4583345959213,179.26786157995207,301.78902154480164,172.75169540316955,306.67614617738855,160.53388382170232,310.74875003787764,149.1305930123329,,,,,,,296.08737614011693,172.75169540316955,297.71641768431255,162.16292536589793,300.159980000606,147.50155146813728,,,,,,
labeled-data\004E\img438.png,233.36927668858516,294.11529044574405,248.0306505863458,280.26843732008115,259.43394139571524,263.16350110602707,273.28079452137814,241.17144025938606,285.4986061028453,219.99390018484286,296.90189691221474,206.96156783127782,,,225.22406896760702,281.082958092179,222.78050665131354,261.53445956183145,221.15146510711793,240.35691948728822,218.7079027908245,219.99390018484286,217.8933820187267,193.92923547771278,216.26434047453102,167.05004999848484
labeled-data\004E\img439.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\004E\img481.png,333.55533165661643,187.41306930093026,340.88601860549676,172.75169540316955,345.77314323808366,156.46127996121322,353.103830186964,140.17086451925695,357.1764340474531,123.06592830520282,,,,,334.36985242871424,174.38073694736516,340.07149783339895,155.64675918911541,343.32958092179024,139.35634374715914,,,,,,
labeled-data\004E\img540.png,313.19231235417107,237.9133571709948,321.3375200751492,227.32458713372318,335.18437320081205,215.92129632435376,341.70053937759457,202.88896397078872,350.66026787067057,191.4856731614193,356.3619132753553,177.63882003575645,371.02328717311593,157.2758007333111,308.30518772158416,224.88102481742976,309.11970849368197,207.77608860337563,309.9342292657798,189.04211084512588,311.56327080997545,172.75169540316955,314.8213538983667,156.46127996121322,317.26491621466016,138.54182297506134
labeled-data\004E\img556.png,244.77256749795458,329.95420441804794,263.50654525620433,322.6235174691676,274.90983606557376,311.2202266597982,292.8292930517257,302.2604981667222,305.86162540529074,286.7846034968637,322.152040847247,273.7522711432987,338.44245628920334,263.9780218781249,237.44188054907426,314.4783097481894,230.92571437229174,300.63145662252657,222.78050665131354,280.26843732008115,219.5224235629223,264.7925426502227,213.8207781582376,239.54239871519042,206.49009120935727,217.55033786854938
labeled-data\004E\img637.png,269.20819066088904,290.85720735735276,277.3533983818672,285.9700827247659,287.9421684191388,272.9377503712009,297.71641768431255,263.16350110602707,308.30518772158416,250.13116875246203,316.4503954425623,239.54239871519042,328.6682070240295,228.95362867791883,262.6920244841065,281.082958092179,259.43394139571524,266.4215841944183,259.43394139571524,244.42952334777732,260.24846216781305,233.0262325384079,261.0629829399109,213.47773400806034,265.13558680039995,189.85663161722368
labeled-data\004E\img674.png,272.4662737492803,297.37337353413534,284.6840853307475,290.85720735735276,292.8292930517257,279.45391654798334,304.23258386109507,264.7925426502227,314.8213538983667,249.3166479803642,324.5956031635405,233.0262325384079,331.111769340323,220.80842095694067,265.13558680039995,288.41364504105934,261.0629829399109,272.9377503712009,259.43394139571524,255.0182933850489,262.6920244841065,235.46979485470135,262.6920244841065,215.10677555225595,,
labeled-data\004E\img677.png,335.18437320081205,246.87308566407074,341.70053937759457,233.0262325384079,,,,,,,,,,,331.111769340323,236.28431562679916,,,,,,,,,,
