labeled-data\uvfp8\img0320.png,525.6291843652725,254.92506957054138,525.4623003005981,244.072085686028,521.9589643478394,233.34739303588867,513.053226166172,220.32519857949183,507.2888452366655,209.61991971040845,,,,,514.771342754364,249.25960159301758,505.7762613296509,240.52855110168457,496.01350259780884,229.42012691497803,487.37549901008606,217.51390600204468,478.2547194957733,207.75081300735474,470.9240794181824,196.2988805770874
labeled-data\uvfp8\img0331.png,467.7616617200501,206.3259877506905,467.7616617200501,196.4441918715366,461.17379780061407,184.91543001252376,453.76245089124876,170.91621918372243,446.35110398188334,160.21094031463906,,,,,457.0563828509667,205.50250476076098,446.35110398188334,197.2676748614661,435.64582511279997,189.03284496217123,424.9405462437166,179.15104908301737,415.05875036456274,172.5631851635814,406.8239204652678,164.32835526428653
labeled-data\uvfp8\img0341.png,496.0712969303131,174.56152963638306,495.4188942909241,162.81601762771606,489.63827776908875,151.198246717453,482.53851413726807,137.90428256988525,475.0763167142868,125.42908465862274,467.40009766817093,115.17664301395416,,,485.9400256872177,171.61663341522217,475.8813945353031,161.18582153320312,465.57491993904114,151.1460738182068,456.0825295448303,140.01838554628193,448.8765926361084,130.86921215057373,439.45097613334656,120.70866441726685
labeled-data\uvfp8\img0375.png,513.8767091561015,240.91227332772905,511.406260186313,229.38351146871616,506.465362246736,217.03126661977387,500.7009813172296,205.50250476076098,495.7600833776526,194.7972258916776,,,,,502.34794729708864,234.32440940829315,492.46615141793467,222.79564754928026,485.87828749849876,212.0903686801969,477.64345759920394,200.56160682118406,471.87907666969744,189.85632795210068,462.8207637804731,181.6214980528058
labeled-data\uvfp8\img0389.png,572.3357664644718,303.7294008731842,571.0355715751648,291.37278789281845,567.7590737342834,281.2998480796814,562.0549994707108,271.5851056575775,555.6233248114586,260.18589001894,,,,,562.5854704380035,297.60865211486816,552.4598693847656,289.97360277175903,541.8554919958115,279.6968991756439,532.496872574091,267.90837001800537,525.8981996774673,258.5408824682236,518.2090561389923,250.11521112918854
labeled-data\uvfp8\img0405.png,527.8759199849028,263.14631405582526,527.8759199849028,252.44103518674189,524.5819880251847,242.55923930758803,517.1706411158193,231.03047744857514,510.58277719638346,220.32519857949183,,,,,517.1706411158193,259.8523820961073,505.6418792568066,253.2645181766714,494.1131173977937,245.02968827737647,485.87828749849876,237.6183413680111,475.9964916193449,230.20699445864568,464.467729760332,222.79564754928026
labeled-data\uvfp8\img0413.png,507.7789306938648,239.47943663597107,507.03477919101715,228.2730007171631,501.5090916156769,217.1846685409546,492.60809099674225,205.15961480140686,484.1991400271654,194.87319314479828,472.70255965962696,187.38587898231225,,,497.92295694351196,236.4687252342701,486.6951353549957,229.92372524738312,474.41464853286743,222.18958163261414,464.70184659957886,213.13070440292358,454.8182988166809,206.70150208473206,441.41020604230636,194.7972258916776
labeled-data\uvfp8\img0474.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0476.png,3.1733710169792175,0.4695274829864502,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0479.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0505.png,,,,,,,,,,,,,,,446.35110398188334,297.7325996328638,440.58672305237684,293.6151846832164,433.17537614301153,287.02732076378044,430.704927173223,278.79249086448556,426.5875122235755,269.73417797526116,423.29358026385756,264.79328003568423
labeled-data\uvfp8\img0511.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0527.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0554.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0589.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0641.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0673.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0692.png,418.12751615047455,331.06222558021545,420.8772249817848,325.253649353981,421.6833920478821,321.5705552101135,422.49616503715515,315.5011532306671,,,,,,,414.7749128341675,326.71192169189453,411.1267074942589,324.5610426068306,408.8235969543457,320.02621936798096,407.78338623046875,315.73905435204506,406.1967225074768,311.6058032512665,403.83944910764694,305.41271567344666
labeled-data\uvfp8\img0743.png,488.3487364682873,287.85080375370995,490.81918543807575,275.4985589047676,488.3487364682873,264.79328003568423,485.87828749849876,251.61755219681243,,,,,,,479.29042357906286,280.43945684434453,475.1730086294154,270.5576609651907,472.70255965962696,260.67586508603677,468.5851447099795,248.32362023709442,466.93817873012057,240.91227332772905,461.9972807905436,229.38351146871616
labeled-data\uvfp8\img0776.png,423.64735651016235,246.4385027885437,423.86780405044556,232.35752820968628,420.09536608308554,217.78470730781555,414.18640542030334,205.03790807724,410.6389573812485,195.30700820684433,405.273832321167,187.40232211351395,,,411.6741080880165,241.10426473617554,403.11894994974136,232.0663866996765,394.8218252658844,222.94843125343323,385.49511909484863,213.60504865646362,377.9454069137573,202.46929693222046,366.73780846595764,188.43529796600342
labeled-data\uvfp8\img0871.png,,,481.7608725488513,262.32283106589574,474.349525639486,251.61755219681243,466.93817873012057,233.50092641836363,458.70334883082563,226.0895795089982,452.11548491138973,216.20778362984436,,,471.7538175582886,270.726336479187,462.36219024658203,258.305811047554,452.4657292366028,245.34360480308533,446.25662541389465,233.4112799167633,440.4643898010254,225.03583526611328,435.05192613601685,214.60808992385864
labeled-data\uvfp8\img0963.png,480.840558052063,293.67527866363525,477.60620737075806,282.38653326034546,472.53265142440796,270.70380425453186,465.36686658859253,258.0626337528229,456.41905331611633,251.24979972839355,448.64543867111206,242.64845550060272,,,468.86654430627823,291.21988248825073,459.3865206837654,284.8273334503174,448.33748054504395,275.71453523635864,437.15231704711914,266.5129714012146,429.9831839799881,256.99557638168335,416.74147272109985,251.06400203704834
labeled-data\uvfp8\img1043.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img1053.png,470.2321106898385,273.85159292490863,463.6442467704026,258.20541611624833,,,455.4094168711077,245.85317126730598,449.6450359416013,235.97137538815213,437.30090522766113,226.67673933506012,,,454.58593388117816,267.2637290054727,443.8806550120948,260.67586508603677,434.82234212287045,254.08800116660086,423.29358026385756,246.67665425723544,410.11785242498576,234.32440940829315,400.2360565458319,221.14868156942129
labeled-data\uvfp8\img1080.png,469.408627699909,259.8523820961073,461.17379780061407,249.14710322702393,449.6450359416013,235.97137538815213,438.1162740825884,226.91306249892773,425.7640292336461,217.03126661977387,,,,,455.4094168711077,263.14631405582526,439.76324006244744,263.9697970457547,424.9405462437166,260.67586508603677,408.47088644512684,253.2645181766714,394.47167561632546,248.32362023709442,378.0020158177357,243.3827222975175
labeled-data\uvfp8\img1132.png,518.8176070956783,229.38351146871616,511.406260186313,218.67823259963285,499.8774983273001,211.26688569026743,486.7017704884283,198.91464084132508,467.7616617200501,191.50329393195966,450.4685189315308,185.73891300245327,,,502.34794729708864,230.20699445864568,490.81918543807575,226.0895795089982,466.11469574019105,219.5017155895623,449.6450359416013,208.79643672047894,433.17537614301153,202.20857280104303,418.3526823242807,193.15025991181864
labeled-data\uvfp8\img1279.png,444.7041380020243,178.32756609308785,432.351893153082,172.5631851635814,416.70571634442166,169.26925320386346,401.88302252569093,165.9753212441455,387.88381169688955,163.50487227435707,376.3550498378767,161.03442330456858,,,430.704927173223,190.6798109420302,416.70571634442166,190.6798109420302,403.52998850554985,190.6798109420302,385.4133627271011,191.50329393195966,371.4141518982998,191.50329393195966,353.297526119851,192.32677692188918
labeled-data\uvfp8\img1305.png,499.8774983273001,179.15104908301737,484.23132151863985,175.0336341333699,471.87907666969744,169.26925320386346,456.2328998610372,170.09273619379297,438.1162740825884,162.68138928442755,422.47009727392816,165.15183825421605,,,484.23132151863985,178.32756609308785,469.408627699909,175.85711712329936,460.35031481068467,172.5631851635814,436.4693081027295,169.26925320386346,423.29358026385756,170.09273619379297,,
labeled-data\uvfp8\img1333.png,517.9295116662979,198.90104031562805,512.2297431762424,189.85632795210068,506.465362246736,186.56239599238273,,,,,,,,,511.55003929138184,200.71913146972656,502.50281023979187,198.9745135307312,492.80535930395126,196.978905916214,479.38747453689575,195.79792696237564,467.65412920713425,192.7406313419342,451.4174817800522,189.1926029920578
labeled-data\uvfp8\img1353.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img1361.png,511.05408930778503,267.4535114169121,508.366985976696,261.25856268405914,504.23207569122314,254.4849729537964,,,,,,,,,502.7091655731201,267.8762863278389,493.4098811149597,266.491108417511,483.1178669333458,262.4428060054779,470.32277965545654,256.53878593444824,454.58593388117816,251.61755219681243,447.17458697181274,245.02968827737647
labeled-data\uvfp8\img1377.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img1379.png,3.1716631650924683,0.46378326416015625,,,,,,,,,,,,,,,,,,,,,,,,
