labeled-data\vocal0\img0293.png,,,394.47167561632546,230.20699445864568,394.47167561632546,211.26688569026743,394.47167561632546,188.2093619722417,395.295158606255,165.9753212441455,396.94212458611395,142.09431453619032,,,391.1777436566075,230.20699445864568,392.8247096364665,211.26688569026743,392.8247096364665,187.38587898231225,392.8247096364665,166.79880423407502,392.001226646537,142.91779752611978,,
labeled-data\vocal0\img0302.png,,,396.1186415961845,271.38114395512014,390.35426066667804,245.02968827737647,394.47167561632546,224.44261352913924,392.001226646537,194.7972258916776,398.589090565973,170.09273619379297,,,392.8247096364665,275.4985589047676,392.8247096364665,249.97058621695345,391.1777436566075,222.79564754928026,390.35426066667804,196.4441918715366,389.5307776767485,170.09273619379297,,
labeled-data\vocal0\img0346.png,354.94449209971,303.49698056237025,361.53235601914594,292.7917016932869,363.1793219990049,278.79249086448556,361.53235601914594,260.67586508603677,365.64977096879335,240.08879033779954,367.2967369486523,219.5017155895623,,,348.3566281802741,293.6151846832164,344.23921323062666,278.79249086448556,343.41573024069714,262.32283106589574,340.1217982809792,241.7357563176585,341.76876426083817,226.0895795089982,,
labeled-data\vocal0\img0349.png,361.53235601914594,310.9083274717356,367.2967369486523,300.2030486026523,373.8846008680882,279.615973854415,374.1903922557831,263.4505202770233,374.2954661846161,243.6275490820408,373.8846008680882,223.61913053920978,,,355.7679750896395,297.7325996328638,356.59145807956895,284.55687179399195,350.05907702445984,265.6763844490051,348.39816331863403,244.90720665454865,352.47404312992154,225.26609651906875,,
labeled-data\vocal0\img0361.png,375.5315668479472,299.3795656127228,377.1785328278062,289.49776973356893,379.8798921853304,274.2304811477661,381.29594777745365,255.73496714645984,382.9429137573126,235.1478923982226,384.01240730285645,210.40164518356323,,,370.5213648080826,287.53051471710205,370.5906689083703,275.4985589047676,372.23763488822925,257.3819331263188,365.11294054985046,236.30122184753418,362.0223512649536,214.25973391532898,,
labeled-data\vocal0\img0381.png,373.06111787815877,285.38035478392146,380.4724647875242,273.85159292490863,382.9429137573126,254.91148415653038,384.5898797371716,233.50092641836363,384.5898797371716,216.20778362984436,380.4724647875242,195.62070888160713,,,364.0028049889344,273.85159292490863,358.2384240594279,256.55845013638935,356.59145807956895,231.85396043850466,354.94449209971,215.3843006399149,356.59145807956895,197.2676748614661,,
labeled-data\vocal0\img0388.png,386.2368457170306,290.3212527234984,386.47556507587433,283.51945596933365,387.1756578683853,264.0535960197449,385.90837931632996,245.00901985168457,386.4221181869507,218.7384752035141,387.74965381622314,196.49821850657463,,,383.85369348526,283.8299346715212,383.96875190734863,262.61106038093567,382.3529534339905,243.11317706108093,382.82335090637207,220.02550387382507,383.05129623413086,197.48210430145264,,
labeled-data\vocal0\img0464.png,355.7679750896395,315.84922541131255,354.94449209971,299.3795656127228,355.7679750896395,272.20462694504965,350.82707715006256,240.08879033779954,351.650560139992,210.4434027003379,356.59145807956895,184.0919470225943,,,352.47404312992154,297.7325996328638,350.00359416013305,270.5576609651907,350.82707715006256,238.44182435794056,349.1801111702036,212.9138516701264,350.5407757759094,182.65333032608032,,
labeled-data\vocal0\img0469.png,356.59145807956895,379.25741563588326,356.59145807956895,364.4347218171524,355.7679750896395,321.613606340819,357.41494106949847,288.6742867436394,358.2384240594279,256.55845013638935,357.41494106949847,225.26609651906875,,,354.1210091097805,359.4938238775755,352.47404312992154,323.26057232067797,353.77346420288086,288.72291374206543,354.94449209971,253.2645181766714,351.6689715385437,222.5509512424469,,
labeled-data\vocal0\img0500.png,,,357.41494106949847,399.021007394191,356.59145807956895,371.84606872651784,357.41494106949847,335.6128171696203,358.2384240594279,292.7917016932869,357.41494106949847,247.50013724716496,359.06190704935744,211.26688569026743,353.297526119851,401.49145636397947,352.47404312992154,373.4930347063768,351.650560139992,336.4363001595498,348.3566281802741,293.6151846832164,345.0626962205561,251.61755219681243,,
labeled-data\vocal0\img0507.png,,,340.1217982809792,402.3149393539089,339.2983152910497,375.1400006862358,340.1590531617403,328.70361518859863,340.70032864809036,281.2015960216522,341.20411121845245,231.36753249168396,339.2364142537117,199.18439078330994,332.14293555915356,404.77747505903244,326.1261179447174,373.1364049911499,321.1009123325348,327.6162805557251,318.9789764881134,275.7757366448641,317.9834533929825,231.20723032951355,317.0228464603424,203.36542391777039
labeled-data\vocal0\img0540.png,387.88381169688955,378.43393264595375,387.88381169688955,346.3180960387037,389.5307776767485,307.61439551201767,391.1777436566075,273.85159292490863,392.8247096364665,231.03047744857514,396.1186415961845,187.38587898231225,395.295158606255,159.3874573247096,384.5898797371716,347.14157902863315,381.29594777745365,308.4378785019471,379.6489817975947,273.85159292490863,378.8254988076652,231.85396043850466,376.3550498378767,189.03284496217123,,
labeled-data\vocal0\img0655.png,392.3970785140991,401.4552483558655,394.1717224121094,379.9111788570881,393.4159059524536,351.51795291900635,392.50534868240356,310.9333019256592,392.383020401001,264.8782994747162,393.67693614959717,220.95793169736862,395.4077726006508,180.83166235685349,389.503919005394,380.5276082754135,387.40352058410645,354.13258039951324,384.3043773174286,311.62683033943176,381.7736427783966,267.1861920952797,378.06434297561646,223.4617292881012,,
labeled-data\vocal0\img0702.png,,,412.4058348238468,305.7045922279358,426.0897604227066,280.4380793571472,437.33716547489166,244.08290054649115,450.44249200820923,208.76258897781372,460.3017009794712,169.032630443573,479.29042357906286,125.62465473760051,383.92160964012146,310.6203923225403,371.49623972177505,288.02458596229553,357.41752576828003,247.06585931777954,343.62095165252686,208.64089965820312,331.7901451140642,169.83790063858032,313.7703426032355,131.38903566710695
labeled-data\vocal0\img0749.png,,,397.76560757604346,389.96269450496663,398.589090565973,352.9059599581396,392.8247096364665,312.5552934515946,393.648192626396,263.9697970457547,394.47167561632546,218.67823259963285,395.295158606255,170.09273619379297,393.648192626396,389.96269450496663,391.1777436566075,356.19989191785754,388.70729468681907,310.08484448180616,386.2368457170306,265.6167630256137,382.9429137573126,219.5017155895623,,
labeled-data\vocal0\img0911.png,,,392.001226646537,375.9634836761653,388.70729468681907,337.2597831494793,389.5307776767485,300.2030486026523,388.70729468681907,256.55845013638935,387.0603287069601,207.97295373054948,,,390.35426066667804,375.9634836761653,387.88381169688955,337.2597831494793,386.2368457170306,300.2030486026523,382.11943076738316,256.55845013638935,378.8254988076652,208.79643672047894,,
labeled-data\vocal0\img0944.png,,,426.5875122235755,226.0895795089982,437.2927910926589,198.09115785139562,447.17458697181274,164.32835526428653,461.17379780061407,133.85948463689544,472.70255965962696,104.21409699943382,485.05480450856936,80.33309029147864,395.295158606255,227.7365454888572,382.9429137573126,204.67902177083153,373.06111787815877,173.38666815351093,359.06190704935744,142.91779752611978,340.94528127090865,102.56713101957484,324.4756214723189,72.0982603921837
labeled-data\vocal0\img1012.png,373.06111787815877,375.9634836761653,373.8846008680882,359.4938238775755,374.70808385801774,326.5545042803959,374.70808385801774,296.90911664293435,376.3550498378767,271.38114395512014,376.3550498378767,235.1478923982226,,,369.7671859184408,360.31730686750495,372.23763488822925,327.37798727032543,372.23763488822925,297.7325996328638,372.23763488822925,270.5576609651907,372.23763488822925,235.1478923982226,,
labeled-data\vocal0\img1034.png,414.2352673746332,408.07932028341537,420.8231312940691,384.1983135754602,424.1170632537871,356.19989191785754,424.1170632537871,325.7310212904664,425.7640292336461,293.6151846832164,,,,,406.8239204652678,384.1983135754602,407.6474034551973,354.55292593799857,407.6474034551973,325.7310212904664,405.1769544854089,294.43866767314586,,,,
labeled-data\vocal0\img1058.png,,,389.5307776767485,405.6088713136269,387.88381169688955,377.61044965602423,387.88381169688955,342.2006810890562,391.2596230506897,297.1918783187866,393.5357551574707,271.7475485801697,,,382.9429137573126,403.96190533376796,382.11943076738316,379.25741563588326,384.18011379241943,339.78599229454994,385.5570228099823,296.4860248565674,385.90824818611145,272.35668420791626,,
labeled-data\vocal0\img1102.png,,,398.589090565973,385.84527955531917,399.4125735559024,363.61123882722296,402.70650551562034,337.2597831494793,404.35347149547937,310.9083274717356,405.1769544854089,286.203837773851,,,394.47167561632546,384.1983135754602,395.295158606255,363.61123882722296,396.1186415961845,336.4363001595498,394.47167561632546,312.5552934515946,392.8247096364665,287.02732076378044,,
labeled-data\vocal0\img1114.png,,,411.7648184048448,389.96269450496663,412.562173306942,370.93813490867615,414.46361207962036,348.90272456407547,414.9693658351898,327.2276792526245,416.07906579971313,303.6415660381317,,,404.35347149547937,388.3157285251076,405.1769544854089,371.0225857365883,405.1769544854089,347.96506201856266,403.52998850554985,330.6719192300434,401.0595395357614,304.3204635522997,,
labeled-data\vocal0\img1135.png,2.8775317668914795,0.8328895568847656,395.33218264579773,415.5546567440033,396.94212458611395,399.021007394191,398.589090565973,375.1400006862358,397.76560757604346,352.08247696821013,400.2360565458319,323.26057232067797,,,386.1417169570923,415.6639232635498,387.88381169688955,394.9035924445435,387.0603287069601,372.66955171644736,389.5307776767485,349.61202799842164,390.35426066667804,327.37798727032543,,
labeled-data\vocal0\img1145.png,,,,,388.70729468681907,413.0202182229923,390.35426066667804,382.5513475956012,390.35426066667804,349.61202799842164,391.1777436566075,319.1431573710305,,,387.88381169688955,414.6671842028513,387.88381169688955,384.1983135754602,387.88381169688955,349.61202799842164,387.0603287069601,319.1431573710305,,,,
labeled-data\vocal0\img1147.png,2.856707215309143,0.8034396171569824,393.648192626396,408.90280327334483,392.001226646537,391.60966048482555,393.648192626396,371.84606872651784,393.648192626396,342.2006810890562,392.270046710968,314.30523931980133,,,388.24147342145443,411.70142978429794,387.88381169688955,385.02179656538965,388.70729468681907,370.19910274665887,388.70729468681907,341.37719809912676,387.88381169688955,314.2022594314536,,
labeled-data\vocal0\img1187.png,433.99885913294094,411.3732522431333,435.64582511279997,385.02179656538965,438.1162740825884,346.3180960387037,441.41020604230636,298.55608262279327,444.7041380020243,252.44103518674189,447.17458697181274,227.7365454888572,,,433.17537614301153,386.6687625452487,434.82234212287045,347.14157902863315,438.1162740825884,300.2030486026523,437.2927910926589,251.61755219681243,437.2927910926589,231.03047744857514,,
labeled-data\vocal0\img1205.png,,,420.17974695563316,402.23565006256104,423.4986455440521,374.7997007369995,425.0669288635254,338.82492327690125,425.46661615371704,302.66930985450745,426.6507716178894,259.3147361278534,,,405.1755895614624,403.45807832479477,403.07849991321564,374.1742830276489,402.52465438842773,340.51382398605347,403.4662536382675,304.1859755516052,407.1666262149811,262.4531981945038,,
labeled-data\vocal0\img1236.png,2.8317408561706543,0.7961454391479492,398.4427812099457,410.9266355037689,400.2360565458319,387.49224553517814,401.88302252569093,360.31730686750495,398.0854597091675,317.927671790123,400.2360565458319,287.85080375370995,400.26535987854004,260.4484076797962,394.5688842535019,409.9323172569275,394.4665925502777,388.07339622080326,394.9916307926178,361.13576102256775,393.4992127418518,315.79292176663876,392.001226646537,291.1447357134279,389.5307776767485,264.79328003568423
labeled-data\vocal0\img1325.png,436.4693081027295,375.9634836761653,435.64582511279997,348.7885450084922,434.82234212287045,321.613606340819,438.1162740825884,279.615973854415,438.1162740825884,231.03047744857514,435.64582511279997,189.85632795210068,439.76324006244744,155.27004237506213,434.82234212287045,349.61202799842164,433.99885913294094,320.79012335088953,433.17537614301153,282.0864228242035,431.5284101631525,235.97137538815213,430.704927173223,194.7972258916776,426.5875122235755,161.03442330456858
labeled-data\vocal0\img1391.png,363.54995131492615,341.3053662776947,365.07963371276855,319.52379536628723,366.398868560791,297.1829123497009,368.7219853401184,267.47868061065674,374.4920656681061,232.81295800209045,373.58910393714905,190.3004446029663,370.94098949432373,163.63787677884102,358.4887764453888,320.46014499664307,354.4861525297165,296.22222805023193,354.33557510375977,268.0990591198206,350.3864915370941,235.47324872016907,355.18929159641266,194.78121852874756,,
labeled-data\vocal0\img1423.png,,,373.06111787815877,316.67270840124206,373.06111787815877,292.7917016932869,373.06111787815877,263.9697970457547,372.23763488822925,230.20699445864568,374.70808385801774,201.38508981111357,,,369.7671859184408,315.84922541131255,368.9437029285113,292.7917016932869,370.5906689083703,264.79328003568423,371.4141518982998,231.03047744857514,368.12021993858184,201.38508981111357,,
labeled-data\vocal0\img1433.png,,,380.4724647875242,304.3204635522997,378.5548405647278,289.15960788726807,379.0242898464203,263.03010511398315,379.2403606772423,236.21019154787064,377.44500970840454,206.37346649169922,,,363.1793219990049,303.49698056237025,357.40103483200073,287.626770734787,354.1533670425415,264.686731338501,356.91753190755844,238.8762321472168,357.05520498752594,211.8339123725891,,
labeled-data\vocal0\img1469.png,,,,,399.4125735559024,268.9106949853317,401.0595395357614,249.14710322702393,401.88302252569093,223.61913053920978,401.88302252569093,198.91464084132508,,,,,378.8254988076652,268.9106949853317,374.70808385801774,249.14710322702393,373.8846008680882,226.91306249892773,375.5315668479472,204.67902177083153,,
