labeled-data\007C\img039.png,219.5224235629223,277.8248750037877,234.99831823278078,273.7522711432987,254.54681676312833,268.0506257386139,274.09531529347595,256.64733492924455,292.8292930517257,241.98596103148387,,,,,226.85311051180264,265.6070634223205,238.25640132117206,250.94568952455984,251.2887336747371,240.35691948728822,,,,,,
labeled-data\007C\img056.png,208.1191327535529,301.4459773946244,225.22406896760702,302.2604981667222,240.6999636374655,299.00241507833096,258.61942062361743,293.30076967364624,277.3533983818672,284.3410411805703,296.90189691221474,279.45391654798334,318.07943698675797,268.0506257386139,213.0062573861398,283.52652040847244,218.7079027908245,271.3087088270052,224.40954819550922,258.27637647344017,238.25640132117206,239.54239871519042,243.95804672585678,232.2117117663101,257.8048998515196,213.47773400806034
labeled-data\007C\img060.png,220.33694433502012,293.30076967364624,234.18379746068297,290.04268658525496,256.9903790794218,286.7846034968637,281.4260022423563,281.8974788642768,301.78902154480164,273.7522711432987,322.152040847247,264.7925426502227,342.51506014969243,259.90541801763584,219.5224235629223,277.8248750037877,225.22406896760702,259.090897245538,226.85311051180264,240.35691948728822,229.29667282809606,222.43746250113628,234.99831823278078,198.00183933820182,234.99831823278078,175.19525771946303
labeled-data\007C\img068.png,233.36927668858516,270.4941880549074,251.2887336747371,269.6796672828096,268.39366988879124,270.4941880549074,287.9421684191388,268.8651465107118,307.49066694948635,261.53445956183145,325.4101239356383,251.76021029665765,343.32958092179024,246.87308566407074,234.99831823278078,255.83281415714671,239.88544286536768,241.98596103148387,245.5870882700524,225.69554558952757,252.1032544468349,213.47773400806034,257.8048998515196,197.187318566104,261.0629829399109,178.45334080785426
labeled-data\007C\img087.png,219.5224235629223,299.81693585042876,236.62735977697645,294.92981121784186,254.54681676312833,290.04268658525496,270.83723220508466,281.8974788642768,290.3857307354322,266.4215841944183,305.86162540529074,257.46185570134236,318.8939577588558,253.3892518408533,225.22406896760702,283.52652040847244,232.55475591648735,265.6070634223205,246.4016090421502,254.2037726129511,,,,,,
labeled-data\007C\img091.png,212.191736614042,299.00241507833096,229.29667282809606,294.92981121784186,247.216129814248,291.67172812945057,265.95010757249776,284.3410411805703,284.6840853307475,274.5667919153965,299.3454592285082,264.7925426502227,316.4503954425623,259.90541801763584,219.5224235629223,285.9700827247659,227.66763128390045,268.8651465107118,240.6999636374655,254.2037726129511,,,,,,
labeled-data\007C\img100.png,203.232008120966,299.81693585042876,221.15146510711793,299.00241507833096,241.5144844095633,298.18789430623315,260.24846216781305,296.55885276203753,280.61148147025847,285.9700827247659,296.08737614011693,277.8248750037877,315.6358746704645,268.8651465107118,208.9336535256507,283.52652040847244,213.0062573861398,263.9780218781249,216.26434047453102,250.94568952455984,224.40954819550922,237.09883639889696,230.92571437229174,219.99390018484286,242.32900518166116,204.51800551498434
labeled-data\007C\img105.png,224.40954819550922,292.4862489015484,245.5870882700524,285.1555619526681,267.57914911669343,281.082958092179,288.7566891912366,277.0103542316899,306.67614617738855,268.8651465107118,327.0391654798339,261.53445956183145,348.21670555437714,256.64733492924455,228.48215205599826,276.1958334595921,232.55475591648735,256.64733492924455,235.81283900487858,235.46979485470135,238.25640132117206,215.92129632435376,237.44188054907426,191.4856731614193,238.25640132117206,170.30813308687613
labeled-data\007C\img115.png,240.6999636374655,294.92981121784186,259.43394139571524,294.11529044574405,274.90983606557376,287.59912426896153,292.8292930517257,281.8974788642768,307.49066694948635,271.3087088270052,318.8939577588558,264.7925426502227,333.55533165661643,259.090897245538,248.84517135844368,279.45391654798334,256.175858307324,265.6070634223205,265.95010757249776,258.27637647344017,277.3533983818672,245.24404411987513,287.9421684191388,236.28431562679916,296.08737614011693,218.36485864064724
labeled-data\007C\img119.png,236.62735977697645,320.17995515287413,254.54681676312833,319.3654343807763,271.65175297718247,309.59118511560257,285.4986061028453,299.81693585042876,300.159980000606,290.04268658525496,312.37779158207326,280.26843732008115,,,247.216129814248,304.7040604830156,261.8775037120087,290.04268658525496,274.09531529347595,274.5667919153965,,,,,,
labeled-data\007C\img123.png,232.55475591648735,334.02680827853703,245.5870882700524,333.2122875064392,263.50654525620433,329.1396836459501,282.2405230144541,320.17995515287413,292.0147722796279,308.77666434350476,302.60354231689945,299.00241507833096,313.19231235417107,285.9700827247659,236.62735977697645,320.994475924972,247.216129814248,306.3331020272113,,,,,,,,
labeled-data\007C\img133.png,212.191736614042,312.034747431896,228.48215205599826,312.8492682039938,248.84517135844368,307.1476227993091,264.32106602830214,296.55885276203753,275.72435683767156,286.7846034968637,288.7566891912366,283.52652040847244,,,214.6352989303354,292.4862489015484,,,,,,,,,,
labeled-data\007C\img137.png,192.64323808369443,290.04268658525496,209.7481742977485,287.59912426896153,226.85311051180264,279.45391654798334,243.14352595375897,268.8651465107118,256.175858307324,260.71993878973365,,,,,199.97392503257475,275.3813126874943,213.8207781582376,261.53445956183145,,,,,,,,
