labeled-data\nop5\img0527.png,,,300.5946147643637,347.96506201856266,306.3589956938701,337.2597831494793,312.94685961330606,324.90753830053694,319.53472353274196,313.3787764415241,327.76955343203684,295.2621506630753,333.5339343615433,280.43945684434453,276.71360805640853,346.3180960387037,274.24315908662004,334.78933417969085,271.77271011683155,324.0840553106075,270.12574413697257,309.26136149187664,270.12574413697257,292.7917016932869,268.4787781571136,276.32204189469707
labeled-data\nop5\img0576.png,274.24315908662004,393.2566264646846,289.0658529053508,385.02179656538965,300.5946147643637,371.84606872651784,307.1824786837996,359.4938238775755,314.59382559316504,349.61202799842164,321.18168951260094,337.2597831494793,330.24000240182534,319.1431573710305,262.7143972276072,380.0808986258127,258.59698227795974,366.08168779701145,255.3030503182418,353.72944294806905,250.36215237866486,337.2597831494793,248.71518639880588,325.7310212904664,244.59777144915842,309.26136149187664
labeled-data\nop5\img0636.png,,,,,,,,,,,,,,,229.77507763042763,357.023374907787,228.95159464049812,343.8476470689152,228.12811165056866,332.31888520990236,227.30462866063914,317.4961913911716,226.48114567070968,305.9674295321587,226.48114567070968,294.43866767314586
labeled-data\nop5\img0662.png,,,317.887757552883,381.7278646056717,325.2991044622484,372.66955171644736,332.7104513716138,363.61123882722296,340.94528127090865,350.4355109883511,347.5331451903446,339.7302321192677,354.1210091097805,329.84843624011387,295.6537168247868,380.0808986258127,294.0067508449278,370.19910274665887,291.5363018751393,357.8468578977165,290.71281888520986,347.14157902863315,291.5363018751393,336.4363001595498,292.35978486506883,319.96664036096
labeled-data\nop5\img0726.png,304.7120297140111,338.90674912933827,317.06427456295347,326.5545042803959,326.9460704421074,315.0257424213831,339.2983152910497,303.49698056237025,352.47404312992154,287.85080375370995,365.64977096879335,268.0872119954022,377.1785328278062,248.32362023709442,294.83023383485727,324.90753830053694,290.71281888520986,311.73181046166513,282.4779889859149,296.90911664293435,275.06664207654956,282.0864228242035,266.8318121772546,263.9697970457547,258.59698227795974,247.50013724716496
labeled-data\nop5\img0779.png,300.15168994665146,352.6219310760498,318.71124054281245,340.55371510919724,327.76955343203684,321.613606340819,337.6513493111907,307.61439551201767,350.00359416013305,295.2621506630753,365.64977096879335,279.615973854415,,,290.4565476179123,338.4600706100464,287.92919850349426,322.66646242141724,282.8923752307892,308.36915016174316,278.5410771369934,289.90337657928467,274.03356170654297,274.0083794593811,266.87551641464233,248.80854892730713
labeled-data\nop5\img0836.png,303.88854672408166,396.55055842440254,308.9886785149574,386.6131285429001,313.42574071884155,380.00936909671873,316.4909663796425,371.65872475504875,319.53472353274196,366.08168779701145,319.53472353274196,358.67034088764603,,,299.7711317744342,385.02179656538965,298.27411365509033,377.70211267471313,298.36461782455444,370.5105564594269,301.5046181678772,360.24185609817505,,,,
labeled-data\nop5\img0962.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop5\img1020.png,,,307.1824786837996,347.14157902863315,315.4173085830945,336.4363001595498,322.47105741500854,327.00756311416626,332.713103055954,315.36090606451035,339.24279606342316,303.00144052505493,345.8287832736969,291.05425614118576,282.77264642715454,342.7957954406738,278.66198921203613,334.4651415348053,274.75225031375885,326.83456230163574,267.7510255128145,314.44104385375977,262.6844847202301,303.37261962890625,261.8909142376777,292.7917016932869
labeled-data\nop5\img1123.png,,,326.9460704421074,221.9721645593508,325.2991044622484,203.855538780902,324.4756214723189,178.32756609308785,324.4756214723189,148.68217845562623,326.12258745217787,122.33072277788256,,,323.6521384823894,224.44261352913924,322.8286554924599,203.03205579097255,325.2991044622484,180.79801506287635,322.8286554924599,148.68217845562623,323.6521384823894,123.97768875774153,,
labeled-data\nop5\img1148.png,320.36607027053833,274.2346224784851,323.2347252368927,260.05724239349365,323.0659954547882,239.63361525535583,322.0051725025304,213.73733466005586,322.8286554924599,178.32756609308785,326.9347331523895,162.67047214508057,,,319.50095081329346,261.97412633895874,318.72907042503357,239.89761686325073,315.71815142035484,215.73347854614258,315.9688260052353,177.6766595840454,317.19832015037537,161.56311559677124,,
labeled-data\nop5\img1159.png,318.5440912246704,272.417941570282,324.3889082670212,259.2765154838562,325.78706431388855,242.7114052772522,326.1557586193085,224.53375577926636,325.9819767475128,203.5408992767334,327.08016443252563,186.55660367012024,,,314.07346534729004,259.1336941719055,314.1822245121002,241.24660348892212,315.350528717041,222.5422728061676,317.44597458839417,202.37112617492676,318.1095623970032,186.35969984531403,,
labeled-data\nop5\img1223.png,,,338.4748323011202,277.1455248846266,339.2983152910497,262.32283106589574,339.2983152910497,243.3827222975175,339.2983152910497,221.14868156942129,340.1217982809792,196.4441918715366,,,336.0043833313317,277.1455248846266,334.35741735147275,261.4993480759663,336.0043833313317,242.55923930758803,334.35741735147275,221.14868156942129,336.82786632126124,195.62070888160713,,
labeled-data\nop5\img1302.png,317.887757552883,301.02653159258176,321.18168951260094,291.96821870335737,321.18168951260094,275.4985589047676,325.2991044622484,259.0288991061778,326.9460704421074,235.97137538815213,326.9460704421074,213.73733466005586,,,312.94685961330606,290.3212527234984,312.12337662337654,275.4985589047676,310.47641064351757,258.20541611624833,309.6529276535881,235.97137538815213,,,,
labeled-data\nop5\img1308.png,327.76955343203684,318.31967438110104,330.24000240182534,305.9674295321587,331.0634853917548,287.85080375370995,330.24000240182534,266.4402460155432,,,,,,,325.2991044622484,305.9674295321587,326.12258745217787,287.85080375370995,325.2991044622484,266.4402460155432,,,,,,
labeled-data\nop5\img1390.png,337.12753677368164,254.56052803993225,336.0043833313317,243.3827222975175,337.13698291778564,222.86061334609985,333.5339343615433,200.56160682118406,334.10698318481445,164.53125661611557,335.6696889400482,136.61635494232178,,,335.18090034140226,240.08879033779954,333.5071539878845,222.47620058059692,331.0634853917548,201.38508981111357,331.17570918798447,164.00499725341797,332.16344261169434,137.25720739364624,,
labeled-data\nop5\img1478.png,334.35741735147275,305.1439465422292,340.1217982809792,291.1447357134279,340.94528127090865,268.0872119954022,344.23921323062666,245.02968827737647,345.88617921048564,223.61913053920978,,,,,329.4165194118958,289.49776973356893,326.12258745217787,268.0872119954022,324.4756214723189,245.85317126730598,325.2991044622484,226.91306249892773,,,,
labeled-data\nop5\img1504.png,337.6402950286865,311.1937847137451,345.6403589248657,298.04214572906494,348.0703983306885,279.35147285461426,350.1650400161743,259.8339114189148,352.1829686164856,237.83056509494781,352.6861529350281,219.6684398651123,356.05195236206055,199.98653650283813,329.51495838165283,297.9169120788574,328.622700214386,279.82392978668213,326.2520582675934,259.0040364265442,324.83275520801544,239.33936190605164,323.18355906009674,221.79759621620178,323.95055198669434,203.80409336090088
labeled-data\nop5\img1521.png,336.82786632126124,266.4402460155432,349.1801111702036,249.14710322702393,360.7088730292164,233.50092641836363,366.47325395872286,218.67823259963285,378.8254988076652,197.2676748614661,386.2368457170306,180.79801506287635,396.1186415961845,164.32835526428653,322.0051725025304,253.2645181766714,314.59382559316504,234.32440940829315,308.8294446636586,218.67823259963285,298.1241657945752,198.91464084132508,292.35978486506883,177.50408310315834,281.65450599598546,152.7995934052737
labeled-data\nop5\img1730.png,337.85731315612793,336.67443656921387,349.1801111702036,320.79012335088953,358.5128870010376,304.15013217926025,368.6347076892853,283.5894160270691,380.4724647875242,268.9106949853317,387.0603287069601,252.44103518674189,387.88381169688955,239.26530734787008,328.1088910102844,320.254585981369,316.12418983876705,305.68759989738464,308.92240089178085,287.0689449310303,300.7993530035019,268.29367911815643,291.86606703698635,249.25737833976746,284.5372261404991,231.02046966552734
labeled-data\nop5\img1751.png,,,304.7120297140111,270.5576609651907,305.53551270394064,256.55845013638935,304.7120297140111,242.55923930758803,304.7120297140111,226.0895795089982,305.53551270394064,209.61991971040845,,,294.83023383485727,270.5576609651907,294.83023383485727,255.73496714645984,294.83023383485727,240.91227332772905,295.6537168247868,225.26609651906875,294.83023383485727,207.97295373054948,,
labeled-data\nop5\img1845.png,,,344.23921323062666,220.32519857949183,343.41573024069714,198.91464084132508,340.94528127090865,176.68060011322888,340.94528127090865,153.62307639520316,340.94528127090865,134.6829676268249,,,341.76876426083817,220.32519857949183,340.1217982809792,199.7381238312546,339.2983152910497,177.50408310315834,338.4748323011202,153.62307639520316,337.6513493111907,135.50645061675442,,
labeled-data\nop5\img1859.png,,,344.23921323062666,253.2645181766714,342.57173895835876,235.4051275253296,340.18221114575863,214.40335035324097,339.2305407524109,192.1212248802185,338.875422000885,173.9443084001541,,,339.2983152910497,254.08800116660086,338.99945878982544,235.40945625305176,337.04812145233154,213.67331314086914,335.32433795928955,192.31295347213745,334.65875220298767,174.7394757270813,,
labeled-data\nop5\img1898.png,,,344.0524334907532,313.7738652229309,343.8771884441376,297.6971163749695,343.1991868019104,279.60034799575806,341.4359735250473,261.4396730661392,,,,,335.7762794494629,313.5657925605774,334.5995581150055,298.4470319747925,332.9389234781265,278.28855061531067,331.9536337889731,262.8048951625824,,,,
labeled-data\nop5\img1974.png,,,357.41494106949847,221.9721645593508,356.59145807956895,203.03205579097255,354.94449209971,182.44498104273532,353.297526119851,161.8579062944981,353.297526119851,145.38824649590828,,,354.94449209971,224.44261352913924,354.1210091097805,204.67902177083153,353.297526119851,181.6214980528058,350.00359416013305,161.03442330456858,350.00359416013305,147.85869546569677,,
labeled-data\nop5\img2015.png,,,355.77186664938927,258.49446153640747,355.7679750896395,242.55923930758803,351.650560139992,225.26609651906875,355.7679750896395,207.97295373054948,354.94449209971,191.50329393195966,,,353.2623200416565,259.898868560791,351.650560139992,242.55923930758803,349.1801111702036,224.44261352913924,350.00359416013305,208.79643672047894,349.66442823410034,189.135666847229,,
labeled-data\nop5\img2057.png,,,350.82707715006256,296.08563365300483,350.00359416013305,280.43945684434453,348.7880453467369,266.4388256072998,352.47404312992154,250.7940692068829,349.013755440712,230.2036726474762,,,344.23921323062666,295.2621506630753,344.23921323062666,281.262939834274,343.4065773487091,265.4952697753906,342.1403503417969,248.10699844360352,342.33763909339905,229.6985046863556,,
labeled-data\nop5\img2184.png,,,344.23921323062666,305.9674295321587,341.76876426083817,290.3212527234984,344.23921323062666,271.38114395512014,341.76876426083817,245.02968827737647,340.94528127090865,219.5017155895623,,,340.94528127090865,305.9674295321587,341.76876426083817,290.3212527234984,340.1217982809792,270.5576609651907,337.6513493111907,244.206205287447,336.0043833313317,220.32519857949183,,
labeled-data\nop5\img2242.png,,,351.67398047447205,359.5459952354431,352.246009349823,349.69293189048767,350.00359416013305,336.4363001595498,350.2569122314453,319.8005311489105,349.98518764972687,304.0710804462433,,,345.88617921048564,356.19989191785754,346.98910903930664,349.4642037153244,347.5331451903446,337.2597831494793,345.19295597076416,320.3387885093689,344.731014251709,305.02732038497925,,
labeled-data\nop5\img2270.png,364.8262879788639,357.023374907787,376.3550498378767,339.7302321192677,383.1109833717346,330.0989362001419,388.46145564317703,315.1988134384155,396.0918978229165,301.7138948440552,402.7639056444168,288.0459728240967,409.3466820716858,274.7233717441559,350.15041637420654,341.7915885448456,344.1901650428772,325.6442837715149,340.4543958902359,313.0946798324585,336.06490087509155,302.20701694488525,332.5691927075386,290.20619440078735,329.4937732219696,279.81699299812317
labeled-data\nop5\img2277.png,362.3558390090754,354.55292593799857,369.7671859184408,343.8476470689152,370.5906689083703,332.31888520990236,370.5906689083703,319.1431573710305,369.7671859184408,302.67349757244074,,,,,356.59145807956895,343.0241640789857,357.41494106949847,331.4954022199729,358.2384240594279,317.4961913911716,,,,,,
labeled-data\nop5\img2468.png,328.59303642196636,305.1439465422292,331.0634853917548,295.2621506630753,329.4060387611389,282.09974193573,329.4165194118958,266.4402460155432,330.24000240182534,252.44103518674189,330.24000240182534,238.44182435794056,,,325.2991044622484,296.08563365300483,325.4875055551529,281.94729471206665,323.6521384823894,268.9106949853317,325.2991044622484,251.61755219681243,323.6521384823894,239.26530734787008,,
labeled-data\nop5\img2502.png,,,,,,,,,,,,,,,,,,,,,,,,,,
