labeled-data\vocal2\img233.png,350.618760757315,300.71032702237517,352.2710843373494,267.6638554216867,353.9234079173838,227.18192771084335,352.2710843373494,180.9168674698795,348.96643717728057,144.56574870912215,350.618760757315,98.30068846815828,346.4879518072289,49.557142857142765,348.96643717728057,266.0115318416523,348.96643717728057,225.52960413080893,348.1402753872634,180.09070567986225,348.1402753872634,144.56574870912215,345.66179001721173,96.64836488812387,344.0094664371773,50.38330464716
labeled-data\vocal2\img262.png,365.4896729776248,305.6672977624785,368.79432013769366,269.31617900172114,371.2728055077453,228.83425129087777,369.6204819277109,181.74302925989667,367.14199655765924,138.78261617900165,366.315834767642,95.82220309810663,360.53270223752156,50.38330464716,363.8373493975904,270.96850258175556,363.8373493975904,228.83425129087777,361.35886402753874,180.9168674698795,361.35886402753874,141.2611015490533,359.7065404475043,94.99604130808945,357.22805507745267,49.557142857142765
labeled-data\vocal2\img381.png,373.7512908777969,304.84113597246125,377.882099827883,259.4022375215146,381.18674698795184,220.57263339070562,383.6652323580035,175.133734939759,382.83907056798625,131.34716006884673,377.882099827883,86.73442340791729,375.40361445783134,52.03562822719442,372.92512908777974,259.4022375215146,370.4466437177281,221.39879518072286,369.6204819277109,175.95989672977618,369.6204819277109,132.17332185886397,373.7512908777969,87.56058519793453,372.0989672977625,52.861790017211604
labeled-data\vocal2\img441.png,326.6600688468159,304.014974182444,331.61703958691913,261.8807228915663,334.921686746988,214.78950086058518,333.26936316695355,171.82908777969016,329.9647160068847,131.34716006884673,328.3123924268503,94.16987951807221,324.1815834767642,47.904819277108345,327.48623063683306,264.3592082616179,326.6600688468159,213.96333907056794,326.6600688468159,171.00292598967292,326.6600688468159,131.34716006884673,325.83390705679864,93.34371772805503,320.05077452667814,49.557142857142765
labeled-data\vocal2\img514.png,338.2263339070568,283.3609294320138,347.31411359724615,253.61910499139412,351.4449225473322,217.26798623063678,356.4018932874355,177.61222030981065,361.35886402753874,140.43493975903607,363.01118760757316,99.12685025817547,361.35886402753874,66.08037865748702,328.3123924268503,260.2283993115318,326.6600688468159,218.09414802065402,322.5292598967298,175.133734939759,319.22461273666096,137.13029259896723,315.0938037865749,98.30068846815828,315.0938037865749,66.08037865748702
labeled-data\vocal2\img547.png,330.7908777969019,317.2335628227195,344.0094664371773,292.44870912220307,354.74956970740106,262.70688468158346,363.01118760757316,232.9650602409638,374.57745266781416,207.35404475043026,396.05765920826167,166.04595524956966,415.0593803786576,116.47624784853696,319.22461273666096,295.75335628227197,308.4845094664372,266.8376936316695,299.39672977624787,236.26970740103266,291.96127366609295,200.74475043029258,284.52581755593803,163.567469879518,271.3072289156627,103.25765920826154
labeled-data\vocal2\img550.png,344.0094664371773,319.7120481927711,360.53270223752156,285.8394148020654,376.2297762478486,249.48829604130805,391.10068846815835,216.4418244406196,409.2762478485371,182.5691910499139,428.27796901893294,145.39191049913939,441.4965576592083,112.34543889845088,328.3123924268503,289.14406196213423,309.3106712564544,246.1836488812392,299.39672977624787,212.31101549053352,291.1351118760757,171.82908777969016,275.4380378657487,128.0425129087779,262.21944922547334,91.6913941480206
labeled-data\vocal2\img640.png,343.18330464716007,242.87900172117037,356.4018932874355,210.6586919104991,358.88037865748714,169.3506024096385,359.7065404475043,135.4779690189328,355.57573149741825,99.9530120481927,345.66179001721173,64.4280550774526,338.2263339070568,19.815318416523155,339.05249569707405,212.31101549053352,336.5740103270224,169.3506024096385,334.921686746988,136.30413080895005,335.7478485370052,103.25765920826154,334.09552495697073,64.4280550774526,337.40017211703963,17.336833046471497
labeled-data\vocal2\img680.png,323.355421686747,230.4865748709122,335.7478485370052,185.87383820998275,338.2263339070568,145.39191049913939,340.70481927710847,109.86695352839922,336.5740103270224,75.99432013769353,327.48623063683306,28.90309810671249,319.22461273666096,3.2920826161789023,321.70309810671256,190.00464716006883,315.0938037865749,151.17504302925983,315.9199655765921,109.04079173838204,316.7461273666093,80.12512908777961,313.44148020654046,29.729259896729673,316.7461273666093,4.944406196213322
labeled-data\vocal2\img690.png,322.5292598967298,229.66041308089495,325.83390705679864,200.74475043029258,326.6600688468159,162.74130808950082,325.00774526678146,118.95473321858856,325.00774526678146,86.73442340791729,323.355421686747,43.77401032702227,322.5292598967298,1.6397590361444827,322.5292598967298,200.74475043029258,321.70309810671256,161.0889845094664,324.1815834767642,116.47624784853696,323.355421686747,86.73442340791729,320.8769363166954,43.77401032702227,319.22461273666096,5.77056798623056
labeled-data\vocal2\img717.png,323.355421686747,247.00981067125642,336.5740103270224,216.4418244406196,348.96643717728057,182.5691910499139,356.4018932874355,146.21807228915657,348.96643717728057,107.38846815834762,332.4432013769363,57.81876075731492,315.9199655765921,8.249053356282161,315.0938037865749,218.9203098106712,301.87521514629947,181.74302925989667,286.17814113597245,137.95645438898447,282.8734939759036,96.64836488812387,290.30895008605853,56.1664371772805,315.0938037865749,8.249053356282161
labeled-data\vocal2\img817.png,333.26936316695355,218.09414802065402,348.96643717728057,182.5691910499139,353.09724612736665,142.91342512908773,359.7065404475043,109.04079173838204,364.6635111876076,71.86351118760751,370.4466437177281,34.68623063683299,374.57745266781416,4.944406196213322,320.05077452667814,185.0476764199655,308.4845094664372,150.34888123924264,301.87521514629947,114.82392426850254,295.2659208261618,79.29896729776243,287.0043029259897,43.77401032702227,281.2211703958692,8.249053356282161
labeled-data\vocal2\img904.png,324.1815834767642,238.74819277108432,325.83390705679864,204.04939759036142,324.1815834767642,166.04595524956966,323.355421686747,130.52099827882955,323.355421686747,94.16987951807221,320.8769363166954,50.38330464716,317.57228915662654,14.858347676419896,320.05077452667814,204.8755593803786,320.05077452667814,166.04595524956966,320.8769363166954,130.52099827882955,319.22461273666096,94.99604130808945,317.57228915662654,49.557142857142765,312.6153184165232,15.684509466437078
