labeled-data\002B_resized\img281.png,277.3533983818672,300.63145662252657,290.3857307354322,290.85720735735276,310.74875003787764,280.26843732008115,331.111769340323,266.4215841944183,350.66026787067057,251.76021029665765,370.2087664010181,234.6552740826035,393.01534801975697,219.17937941274505,267.57914911669343,285.9700827247659,266.76462834459556,273.7522711432987,261.8775037120087,251.76021029665765,260.24846216781305,233.8407533105057,256.175858307324,212.66321323596253,253.73229599103053,184.15498621253897
labeled-data\002B_resized\img302.png,267.57914911669343,334.02680827853703,278.9824399260628,323.4380382412654,289.5712099633344,303.8895397109178,300.97450077270383,280.26843732008115,307.49066694948635,262.34898033392926,,,,,270.83723220508466,319.3654343807763,280.61148147025847,299.00241507833096,287.9421684191388,281.082958092179,295.2728553680191,257.46185570134236,,,,
labeled-data\002B_resized\img325.png,300.159980000606,261.53445956183145,310.74875003787764,247.68760643616858,318.07943698675797,231.39719099421225,330.2972485682252,208.59060937547343,339.25697706130114,185.7840277567346,,,,,303.41806308899726,245.24404411987513,313.19231235417107,226.51006636162538,323.7810823914427,206.14704705918,335.18437320081205,186.5985485288324,,,,
labeled-data\002B_resized\img358.png,295.2728553680191,216.73581709645157,305.86162540529074,206.96156783127782,317.26491621466016,193.11471470561492,323.7810823914427,178.45334080785426,332.7408108845186,158.0903215054089,,,,,297.71641768431255,203.70348474288653,308.30518772158416,188.22759007302807,314.0068331262689,174.38073694736516,324.5956031635405,156.46127996121322,,,,
labeled-data\002B_resized\img545.png,298.5309384564104,181.71142389624555,309.11970849368197,171.12265385897393,317.26491621466016,154.0177176449198,323.7810823914427,140.17086451925695,,,,,,,305.86162540529074,167.86457077058265,312.37779158207326,151.57415532862638,319.7084785309536,138.54182297506134,,,,,,
labeled-data\002B_resized\img594.png,224.40954819550922,286.7846034968637,240.6999636374655,277.0103542316899,260.24846216781305,263.9780218781249,281.4260022423563,253.3892518408533,296.90189691221474,239.54239871519042,314.8213538983667,232.2117117663101,337.6279355171055,219.17937941274505,222.78050665131354,270.4941880549074,218.7079027908245,250.13116875246203,218.7079027908245,232.2117117663101,218.7079027908245,211.84869246386472,219.5224235629223,189.04211084512588,220.33694433502012,172.75169540316955
labeled-data\002B_resized\img599.png,230.92571437229174,278.63939577588553,244.77256749795458,269.6796672828096,260.24846216781305,258.27637647344017,277.3533983818672,250.13116875246203,289.5712099633344,239.54239871519042,305.86162540529074,227.32458713372318,320.5229993030514,218.36485864064724,228.48215205599826,263.9780218781249,230.11119360019393,247.68760643616858,231.74023514438954,230.58267022211444,232.55475591648735,215.10677555225595,235.81283900487858,198.00183933820182,232.55475591648735,178.45334080785426
labeled-data\002B_resized\img606.png,283.0550437865519,205.33252628708215,295.2728553680191,196.3727977940062,302.60354231689945,183.34046544044116,311.56327080997545,165.42100845428922,,,,,,,288.7566891912366,194.7437562498106,298.5309384564104,176.00977849156084,307.49066694948635,163.7919669100936,,,,,,
labeled-data\002B_resized\img792.png,221.15146510711793,310.4057058877004,230.11119360019393,299.00241507833096,239.88544286536768,281.8974788642768,248.84517135844368,270.4941880549074,250.4742129026393,255.0182933850489,252.1032544468349,239.54239871519042,,,224.40954819550922,299.00241507833096,229.29667282809606,278.63939577588553,235.81283900487858,260.71993878973365,244.77256749795458,248.5021272082664,248.84517135844368,237.9133571709948,,
labeled-data\002B_resized\img808.png,273.28079452137814,256.64733492924455,285.4986061028453,246.87308566407074,300.97450077270383,236.28431562679916,318.07943698675797,228.95362867791883,338.44245628920334,219.17937941274505,349.03122632647495,207.77608860337563,368.5797248568225,195.5582770219084,270.83723220508466,246.05856489197294,266.76462834459556,229.76814945001664,267.57914911669343,208.59060937547343,268.39366988879124,191.4856731614193,269.20819066088904,171.93717463107174,267.57914911669343,154.8322384170176
labeled-data\002B_resized\img872.png,278.167919153965,255.83281415714671,287.9421684191388,241.17144025938606,295.2728553680191,222.43746250113628,307.49066694948635,210.21965091966905,314.0068331262689,191.4856731614193,,,,,283.0550437865519,240.35691948728822,291.20025150753,224.06650404533195,300.97450077270383,207.77608860337563,309.11970849368197,193.11471470561492,,,,
labeled-data\002B_resized\img913.png,270.02271143298685,305.5185812551135,283.0550437865519,290.04268658525496,287.9421684191388,280.26843732008115,295.2728553680191,268.0506257386139,301.78902154480164,253.3892518408533,,,,,274.90983606557376,291.67172812945057,278.9824399260628,277.8248750037877,286.3131268749432,266.4215841944183,294.4583345959213,250.13116875246203,,,,
labeled-data\002B_resized\img967.png,298.5309384564104,248.5021272082664,308.30518772158416,237.9133571709948,316.4503954425623,220.80842095694067,323.7810823914427,203.70348474288653,333.55533165661643,183.34046544044116,,,,,302.60354231689945,235.46979485470135,310.74875003787764,219.99390018484286,320.5229993030514,200.4454016544953,329.4827277961274,182.52594466834336,,,,
