labeled-data\nop1\img0249.png,366.47325395872286,394.08010945461405,371.4141518982998,380.9043816157422,373.06111787815877,365.25820480708194,373.8846008680882,350.4355109883511,373.8846008680882,337.2597831494793,373.06111787815877,323.26057232067797,369.7671859184408,305.9674295321587,,,,,,,334.35741735147275,353.72944294806905,326.9460704421074,343.8476470689152,320.3582065226714,330.6719192300434
labeled-data\nop1\img0270.png,326.22957134246826,301.2757167816162,329.4165194118958,286.203837773851,326.9460704421074,276.32204189469707,329.4165194118958,261.4993480759663,327.76955343203684,249.14710322702393,331.0634853917548,234.32440940829315,326.9460704421074,217.85474960970333,316.1339310705662,290.12848472595215,308.13306522369385,280.1870083808899,298.593101978302,266.7170524597168,289.71474266052246,255.26060581207275,283.30147197584444,242.55923930758803,268.4787781571136,229.38351146871616
labeled-data\nop1\img0307.png,401.0595395357614,287.02732076378044,401.0595395357614,275.4985589047676,401.88302252569093,260.67586508603677,400.2360565458319,246.67665425723544,399.4125735559024,233.50092641836363,397.76560757604346,218.67823259963285,392.8247096364665,202.20857280104303,389.5307776767485,279.615973854415,378.8254988076652,272.20462694504965,370.5906689083703,259.8523820961073,361.53235601914594,249.14710322702393,350.00359416013305,241.7357563176585,343.41573024069714,231.03047744857514
labeled-data\nop1\img0333.png,,,,,445.5276209919538,226.91306249892773,440.58672305237684,213.73733466005586,434.82234212287045,202.20857280104303,431.5284101631525,187.38587898231225,,,,,,,,,,,,,,
labeled-data\nop1\img0411.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop1\img0505.png,3.164374530315399,0.4694099426269531,,,304.7120297140111,307.61439551201767,308.80257219076157,288.45066690444946,307.1824786837996,265.6167630256137,306.3589956938701,241.7357563176585,,,,,,,,,294.83023383485727,259.8523820961073,291.5363018751393,243.3827222975175,,
labeled-data\nop1\img0521.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop1\img0555.png,349.72620713710785,292.01354194339365,356.5362205505371,277.9178375005722,362.30248641967773,263.2448353767395,367.53543758392334,248.72526264190674,376.0516080856323,235.6931505203247,385.0303635597229,218.22228050231934,397.3366174697876,198.88250350952148,340.4563475251198,278.0743589401245,335.22356057167053,265.5151696205139,327.01322293281555,251.78623342514038,320.50875902175903,241.29361009597778,310.57606291770935,226.76174402236938,299.23839950561523,209.21221733093262
labeled-data\nop1\img0587.png,382.11943076738316,302.67349757244074,387.0603287069601,287.85080375370995,392.001226646537,275.4985589047676,396.94212458611395,259.8523820961073,401.0595395357614,247.50013724716496,411.7648184048448,229.38351146871616,424.1170632537871,207.97295373054948,370.5906689083703,287.85080375370995,363.1793219990049,277.1455248846266,357.41494106949847,266.4402460155432,348.3566281802741,254.08800116660086,336.0043833313317,242.55923930758803,325.2991044622484,222.79564754928026
labeled-data\nop1\img0597.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop1\img0640.png,,,389.5307776767485,171.73970217365195,392.8247096364665,161.8579062944981,394.47167561632546,147.85869546569677,394.47167561632546,137.1534165966134,396.94212458611395,125.62465473760051,397.76560757604346,113.27240988865822,,,,,,,,,,,,
labeled-data\nop1\img0673.png,3.099360466003418,0.4587273597717285,5.859610915184021,4.93201470375061,,,,,,,353.297526119851,88.56792019077352,351.650560139992,79.50960730154912,,,,,,,,,,,,
labeled-data\nop1\img0727.png,392.001226646537,245.02968827737647,396.1186415961845,233.50092641836363,399.4125735559024,221.14868156942129,402.70650551562034,207.14947074061996,406.0004374753383,196.4441918715366,410.11785242498576,181.6214980528058,407.6474034551973,165.15183825421605,,,380.4724647875242,219.5017155895623,378.0020158177357,204.67902177083153,373.8846008680882,195.62070888160713,373.06111787815877,182.44498104273532,376.3550498378767,166.79880423407502
labeled-data\nop1\img0767.png,401.88302252569093,338.90674912933827,403.52998850554985,322.43708933074845,408.47088644512684,310.9083274717356,410.11785242498576,296.08563365300483,416.08349990844727,279.51277446746826,417.34818816185,251.9183669090271,414.2352673746332,231.85396043850466,,,,,,,383.76639674724214,273.0281099349791,389.00343227386475,256.2561731338501,400.5263571739197,231.81577157974243
labeled-data\nop1\img0782.png,406.0004374753383,372.66955171644736,415.05875036456274,360.31730686750495,432.351893153082,343.0241640789857,448.8215529516718,328.2014702602549,466.93817873012057,305.1439465422292,485.05480450856936,287.02732076378044,508.112328226595,255.73496714645984,401.0595395357614,359.4938238775755,392.8247096364665,338.0832661394088,383.76639674724214,320.79012335088953,377.1785328278062,297.7325996328638,360.7088730292164,276.32204189469707,351.650560139992,237.6183413680111
labeled-data\nop1\img0819.png,354.94449209971,316.67270840124206,368.12021993858184,301.02653159258176,380.4724647875242,290.3212527234984,392.001226646537,276.32204189469707,407.6474034551973,257.3819331263188,421.64661428399864,239.26530734787008,439.76324006244744,214.56081764998538,345.0626962205561,301.8500145825112,340.94528127090865,282.90990581413297,336.0043833313317,265.6167630256137,329.4165194118958,249.97058621695345,320.3582065226714,223.61913053920978,307.1824786837996,193.97374290174815
labeled-data\nop1\img0826.png,280.0075400161265,315.0257424213831,294.0067508449278,296.90911664293435,307.1824786837996,287.85080375370995,317.06427456295347,275.4985589047676,327.76955343203684,260.67586508603677,340.94528127090865,243.3827222975175,354.1210091097805,223.61913053920978,272.59619310676106,298.55608262279327,267.65529516718414,284.55687179399195,260.2439482578187,268.9106949853317,253.6560843383828,256.55845013638935,241.30383948944046,238.44182435794056,228.12811165056866,209.61991971040845
labeled-data\nop1\img0834.png,3.0633888244628906,0.384868860244751,5.820399284362793,4.962714195251465,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop1\img0923.png,383.76639674724214,249.97058621695345,387.88381169688955,229.38351146871616,393.648192626396,207.97295373054948,399.4125735559024,189.03284496217123,404.35347149547937,169.26925320386346,408.47088644512684,142.09431453619032,413.4117843847037,111.62544390879924,369.7671859184408,240.08879033779954,352.47404312992154,223.61913053920978,335.18090034140226,207.97295373054948,322.0051725025304,195.62070888160713,301.41809775429317,179.15104908301737,281.65450599598546,160.21094031463906
labeled-data\nop1\img0991.png,354.94449209971,384.1983135754602,354.1210091097805,363.61123882722296,350.82707715006256,342.2006810890562,347.5331451903446,319.1431573710305,342.5922472507677,298.55608262279327,336.0043833313317,273.0281099349791,308.00596167372913,251.61755219681243,335.18090034140226,367.7286537768704,322.8286554924599,349.61202799842164,312.12337662337654,337.2597831494793,297.30068280464576,318.31967438110104,284.1249549657739,296.08563365300483,282.4779889859149,266.4402460155432
labeled-data\nop1\img0994.png,288.17898321151733,339.205397605896,291.5363018751393,315.84922541131255,291.5363018751393,298.55608262279327,288.24236991542136,278.79249086448556,285.9216183423996,253.32648825645447,282.6401717662811,230.31111121177673,280.26080083847046,207.4761266708374,273.4196760966906,327.37798727032543,260.2439482578187,312.5552934515946,247.89170340887637,298.55608262279327,227.95013011991978,280.6884570121765,205.07058793254294,268.9106949853317,182.01306421451721,259.0288991061778
labeled-data\nop1\img0995.png,286.5954039355624,345.49461304877417,287.41888692549185,321.613606340819,285.77192094563287,302.67349757244074,283.30147197584444,281.262939834274,281.65450599598546,261.4993480759663,281.65450599598546,241.7357563176585,282.4779889859149,213.73733466005586,266.00832918732516,332.31888520990236,248.71518639880588,319.1431573710305,233.89249258007504,304.3204635522997,213.30541783183781,291.96821870335737,193.5418260735301,287.02732076378044,173.77823431522233,271.38114395512014
labeled-data\nop1\img1001.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop1\img1035.png,447.99806996174226,219.5017155895623,454.58593388117816,206.3259877506905,462.8207637804731,194.7972258916776,469.408627699909,179.15104908301737,475.9964916193449,163.50487227435707,484.23132151863985,149.50566144555575,489.1722194582167,135.50645061675442,432.351893153082,207.14947074061996,424.9405462437166,195.62070888160713,412.5883013947743,183.26846403266478,401.0595395357614,172.5631851635814,389.5307776767485,161.8579062944981,380.4724647875242,147.85869546569677
labeled-data\nop1\img1039.png,398.8987467288971,294.30589389801025,405.8813947439194,283.1793007850647,413.2242817878723,273.0730228424072,417.9101276397705,261.8920806646347,423.24846744537354,250.7780065536499,431.2560484409332,239.63342714309692,435.0505744814873,224.43229293823242,388.16667181253433,284.5614728331566,380.3539282977581,274.8380342721939,371.4645604491234,265.2234773635864,363.1289223432541,256.0447344779968,353.5873670578003,244.72426056861877,347.32475155591965,234.48036813735962
labeled-data\nop1\img1045.png,358.9887328147888,293.70088493824005,367.0118365287781,282.2907180786133,375.61758637428284,268.90201580524445,380.6310887336731,254.45752239227295,387.73025926947594,243.20880782604218,393.5952498912811,233.33215427398682,399.94419288635254,221.00910639762878,349.66085374355316,282.7496222257614,341.8649528026581,271.6296315193176,333.9284062385559,261.86992931365967,327.96215200424194,252.98432445526123,317.887757552883,243.3827222975175,309.6529276535881,226.91306249892773
labeled-data\nop1\img1053.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop1\img1062.png,3.1678388118743896,0.40931057929992676,,,368.9437029285113,285.38035478392146,370.49258148670197,273.632119178772,370.0335114002228,264.26883602142334,371.03768134117126,254.6266906261444,368.2042226791382,246.04516315460205,358.2384240594279,286.203837773851,355.7679750896395,275.4985589047676,353.297526119851,269.73417797526116,353.48391675949097,263.86341381073,353.103702545166,253.58327460289001,355.4895477294922,243.63872545957565
labeled-data\nop1\img1068.png,378.8254988076652,301.02653159258176,381.29594777745365,287.02732076378044,380.4724647875242,279.615973854415,382.11943076738316,268.9106949853317,384.5898797371716,257.3819331263188,385.4133627271011,245.85317126730598,377.1785328278062,232.67744342843417,371.4141518982998,288.6742867436394,366.47325395872286,280.43945684434453,363.1793219990049,272.20462694504965,358.2384240594279,258.20541611624833,355.7679750896395,245.02968827737647,355.7679750896395,232.67744342843417
labeled-data\nop1\img1140.png,,,,,,,,,,,,,,,,,,,,,,,,,,
