labeled-data\uvfp3\img0344.png,,,,,,,,,,,366.62882566452026,224.08720922470093,369.75471234321594,216.59992742538452,,,,,,,,,337.4515073299408,227.15280801057816,332.7104513716138,212.0903686801969
labeled-data\uvfp3\img0357.png,,,,,,,,,,,356.59145807956895,242.55923930758803,360.7088730292164,232.67744342843417,,,,,,,,,323.6521384823894,244.206205287447,317.06427456295347,232.67744342843417
labeled-data\uvfp3\img0362.png,326.12258745217787,334.78933417969085,330.24000240182534,324.90753830053694,332.7104513716138,317.4961913911716,337.6513493111907,310.08484448180616,340.94528127090865,300.2030486026523,343.41573024069714,291.1447357134279,345.0626962205561,281.262939834274,318.71124054281245,324.90753830053694,314.59382559316504,318.31967438110104,313.7703426032355,311.73181046166513,309.6529276535881,301.8500145825112,305.53551270394064,291.1447357134279,299.7711317744342,277.96900787455604
labeled-data\uvfp3\img0397.png,363.8299077004194,320.12919187545776,368.62859892845154,309.8870162963867,371.2858302593231,299.36319160461426,374.71364164352417,291.4045658111572,376.41157245635986,279.6456277370453,377.7623915672302,268.2487840652466,,,359.84715843200684,309.6066859960556,357.2116529941559,299.37944412231445,357.5085611343384,289.47947692871094,358.04427337646484,278.68422865867615,357.6171612739563,266.72250413894653,358.3944902420044,257.1015977859497
labeled-data\uvfp3\img0428.png,370.8765678405762,311.03509855270386,376.9267816543579,303.1657567024231,381.10007309913635,294.4779438972473,386.253623008728,287.3024663925171,390.4706254005432,275.85606241226196,393.34764528274536,264.3179540634155,,,369.75286054611206,302.21371603012085,371.52888038754463,292.8184461593628,373.43425846099854,283.7353501319885,375.51957988739014,274.3978238105774,376.9033818244934,262.948867559433,,
labeled-data\uvfp3\img0430.png,372.23763488822925,323.26057232067797,376.3550498378767,315.84922541131255,379.6489817975947,310.08484448180616,384.5898797371716,301.02653159258176,389.5307776767485,290.3212527234984,392.8247096364665,280.43945684434453,,,368.9437029285113,315.84922541131255,368.12021993858184,306.7909125220882,370.5906689083703,297.7325996328638,372.23763488822925,287.02732076378044,373.8846008680882,277.1455248846266,,
labeled-data\uvfp3\img0468.png,407.6474034551973,318.31967438110104,414.2352673746332,309.26136149187664,419.9996483041396,296.08563365300483,423.29358026385756,287.02732076378044,426.5875122235755,275.4985589047676,,,,,405.1769544854089,309.26136149187664,405.1769544854089,296.90911664293435,406.8239204652678,285.38035478392146,409.29436943505624,273.85159292490863,,,,
labeled-data\uvfp3\img0501.png,393.3969190120697,401.2240586280823,398.55770897865295,394.27103197574615,403.75068521499634,387.50700598955154,406.5797483921051,377.36969113349915,407.6474034551973,367.7286537768704,410.9413354149153,357.8468578977165,,,391.97134041786194,393.52522802352905,392.37171936035156,385.0323839187622,392.2860884666443,376.89438343048096,393.78426575660706,365.9341447353363,395.23403656482697,357.50026178359985,,
labeled-data\uvfp3\img0601.png,,,440.58672305237684,294.43866767314586,443.8806550120948,282.0864228242035,448.8215529516718,268.0872119954022,453.76245089124876,251.61755219681243,457.0563828509667,234.32440940829315,462.8207637804731,214.56081764998538,433.17537614301153,293.6151846832164,433.99885913294094,281.262939834274,438.1162740825884,265.6167630256137,440.58672305237684,249.97058621695345,443.0571720221654,235.97137538815213,,
labeled-data\uvfp3\img0636.png,420.8231312940691,297.7325996328638,428.23447820343455,287.85080375370995,434.82234212287045,276.32204189469707,439.76324006244744,264.79328003568423,446.35110398188334,246.67665425723544,448.8215529516718,230.20699445864568,450.4685189315308,212.0903686801969,419.1761653142102,285.38035478392146,420.8231312940691,273.0281099349791,424.1170632537871,261.4993480759663,428.23447820343455,248.32362023709442,431.5284101631525,231.03047744857514,439.76324006244744,210.4434027003379
labeled-data\uvfp3\img0708.png,371.4141518982998,297.7325996328638,377.1785328278062,282.0864228242035,382.9429137573126,268.0872119954022,387.0603287069601,255.73496714645984,390.35426066667804,239.26530734787008,,,,,362.3558390090754,286.203837773851,351.650560139992,272.20462694504965,342.5922472507677,256.55845013638935,337.6513493111907,245.85317126730598,330.24000240182534,235.1478923982226,323.6521384823894,221.9721645593508
labeled-data\uvfp3\img0735.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp3\img0751.png,,,,,,,,,,,390.35426066667804,291.96821870335737,387.0603287069601,285.38035478392146,,,,,377.1785328278062,295.2621506630753,374.97063302993774,290.1910676956177,376.3550498378767,285.38035478392146,,
labeled-data\uvfp3\img0766.png,,,,,,,,,,,,,,,,,,,,,417.9549870491028,406.69863080978394,,,,
labeled-data\uvfp3\img0768.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp3\img0802.png,382.28801822662354,339.5385676622391,384.22782945632935,327.67455887794495,388.70729468681907,316.67270840124206,387.0603287069601,298.55608262279327,388.70729468681907,293.6151846832164,,,,,371.1515209674835,336.29578733444214,361.1264147758484,327.0025153160095,350.23070645332336,316.09173208475113,338.0216221809387,305.51781702041626,327.8439691066742,297.54155445098877,312.12337662337654,278.79249086448556
labeled-data\uvfp3\img0803.png,383.76639674724214,338.0832661394088,387.88381169688955,324.90753830053694,387.88381169688955,311.73181046166513,389.5307776767485,296.08563365300483,,,,,,,373.06111787815877,333.1423681998318,363.1793219990049,324.0840553106075,353.297526119851,314.2022594314536,340.94528127090865,303.49698056237025,331.0634853917548,295.2621506630753,320.3582065226714,282.0864228242035
labeled-data\uvfp3\img0828.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp3\img0903.png,402.34090185165405,381.9912190437317,401.88302252569093,372.66955171644736,404.35347149547937,366.08168779701145,401.0595395357614,357.8468578977165,,,,,,,393.648192626396,375.1400006862358,389.5307776767485,369.3756197567294,386.2368457170306,360.31730686750495,,,,,,
labeled-data\uvfp3\img0921.png,468.5851447099795,268.9106949853317,469.408627699909,259.0288991061778,467.7616617200501,245.85317126730598,466.93817873012057,233.50092641836363,464.467729760332,217.85474960970333,,,,,459.52683182075515,263.9697970457547,452.11548491138973,254.08800116660086,442.2336890322359,242.55923930758803,430.704927173223,227.7365454888572,420.8231312940691,215.3843006399149,414.2352673746332,207.14947074061996
labeled-data\uvfp3\img0931.png,485.05480450856936,243.3827222975175,485.676402926445,232.12539863586426,485.5234487056732,223.6255340576172,485.05480450856936,211.26688569026743,484.23132151863985,200.56160682118406,,,2.029648184776306,6.598885536193848,475.9964916193449,237.6183413680111,468.5851447099795,229.38351146871616,460.35031481068467,221.14868156942129,452.93896790131924,209.61991971040845,450.4685189315308,200.56160682118406,2.5270020961761475,5.123255729675293
labeled-data\uvfp3\img0970.png,487.5871124267578,159.89268255233765,492.46615141793467,152.7995934052737,492.46615141793467,142.09431453619032,492.46615141793467,134.6829676268249,493.2896344078642,129.74206968724798,491.64266842800527,118.21330782823514,490.3790615797043,113.8192093372345,483.79575811326504,151.71855926513672,480.0640113353729,143.55931663513184,478.9428360462189,135.42987179756165,478.2900233268738,125.98260259628296,479.29042357906286,116.56634184837617,,
labeled-data\uvfp3\img0986.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp3\img1031.png,,,,,,,,,,,,,,,,,,,,,419.28526294231415,407.4332172870636,,,,
labeled-data\uvfp3\img1041.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp3\img1051.png,228.20353017747402,345.00409507751465,233.2967038154602,336.0364227294922,237.2681919336319,327.78584003448486,241.07420086860657,318.8682789802551,246.2447374290174,315.0257424213831,250.36215237866486,304.3204635522997,,,224.34843063354492,337.46336555480957,223.82623410224915,327.27702927589417,223.28965663909912,318.5586440563202,223.03136539459229,306.0716803073883,221.58582937717438,295.70303535461426,220.6463982462883,288.56504011154175
labeled-data\uvfp3\img1101.png,364.8331690430641,331.7705078125,368.93007040023804,319.7027599811554,370.9830598831177,307.8721179962158,374.5981059074402,297.3734395503998,376.17710065841675,285.1213335990906,,,,,358.4801502227783,322.0226035118103,351.9054865837097,311.92559361457825,346.1513156890869,301.31861448287964,336.82786632126124,287.02732076378044,334.35741735147275,282.0864228242035,321.18168951260094,264.79328003568423
labeled-data\uvfp3\img1204.png,368.12021993858184,385.84527955531917,369.7671859184408,373.4930347063768,371.4141518982998,364.4347218171524,,,,,,,,,360.7088730292164,375.1400006862358,354.1210091097805,362.78775583729345,349.1801111702036,349.61202799842164,,,,,,
labeled-data\uvfp3\img1238.png,448.8215529516718,291.96821870335737,448.8215529516718,278.79249086448556,448.8215529516718,266.4402460155432,448.8215529516718,259.0288991061778,448.8215529516718,243.3827222975175,,,,,440.58672305237684,281.262939834274,433.99885913294094,272.20462694504965,426.5875122235755,260.67586508603677,424.1170632537871,251.61755219681243,420.8231312940691,245.02968827737647,418.3526823242807,231.85396043850466
labeled-data\uvfp3\img1346.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp3\img1355.png,391.0107135772705,357.67470824718475,395.7056951522827,347.8838436678052,397.53254985809326,340.7934383749962,400.2571973800659,329.62591457366943,401.6357023715973,319.45867109298706,,,,,387.71816489100456,347.930118560791,386.47689485549927,339.13131761550903,385.47083044052124,329.7413558959961,386.86736357212067,319.75336027145386,387.88381169688955,308.4378785019471,,
labeled-data\uvfp3\img1362.png,411.38290882110596,318.7777225971222,416.8715524673462,309.2711192369461,419.0633764266968,299.3698377609253,421.26908218860626,288.81737899780273,422.4484603404999,275.92490005493164,422.54491901397705,266.5776377916336,,,407.0649960041046,309.55093824863434,405.4330064058304,298.92624616622925,405.98163056373596,288.41298961639404,404.35347149547937,277.1455248846266,406.8239204652678,269.73417797526116,,
labeled-data\uvfp3\img1472.png,,,,,,,,,,,,,,,,,,,,,,,,,,
