labeled-data\vocal1\img0462.png,,,,,,,,,269.6549053356282,93.8156626506024,281.4277108433735,69.65043029259897,294.43975903614455,44.245955249569704,,,,,,,179.80981067125646,107.44733218588641,159.36230636833045,84.5213425129088,143.25215146299482,54.15989672977628
labeled-data\vocal1\img0542.png,,,,,248.58777969018934,163.21325301204817,253.5447504302926,135.9499139414802,252.92512908777968,106.20808950086058,250.44664371772808,82.66247848537006,,,,,232.47762478485367,163.21325301204817,228.14027538726333,139.66764199655768,225.66179001721167,108.06695352839932,224.4225473321859,81.42323580034423,,
labeled-data\vocal1\img0582.png,226.9010327022375,245.00327022375214,228.75989672977624,222.69690189328742,228.14027538726333,197.29242685025815,228.14027538726333,167.55060240963854,232.47762478485367,137.18915662650602,233.7168674698795,105.58846815834767,,,219.46557659208258,224.55576592082613,217.6067125645439,198.53166953528398,216.98709122203098,168.78984509466437,209.55163511187607,140.28726333907053,207.69277108433732,108.68657487091224,,
labeled-data\vocal1\img0675.png,222.56368330464716,262.9722891566265,233.7168674698795,241.9051635111876,242.39156626506025,212.78296041308087,253.5447504302926,181.18227194492255,265.93717728055077,153.29931153184162,277.70998278829603,124.17710843373493,298.15748709122204,75.84664371772806,212.03012048192772,246.86213425129085,196.53958691910498,213.4025817555938,172.37435456110154,183.04113597246126,159.36230636833045,153.29931153184162,143.25215146299482,119.83975903614459,130.24010327022376,81.42323580034423
labeled-data\vocal1\img0687.png,220.7048192771084,257.3956970740103,231.85800344234076,239.42667814113594,247.3485370051635,214.0222030981067,259.12134251290877,187.99810671256452,278.32960413080895,148.96196213425128,301.25559380378655,96.29414802065406,316.7461273666093,65.93270223752154,207.69277108433732,239.42667814113594,192.20223752151463,212.16333907056796,179.80981067125646,187.37848537005164,155.0249569707401,148.96196213425128,137.67555938037864,112.40430292598967,110.41222030981066,69.03080895008605
labeled-data\vocal1\img0802.png,216.98709122203098,295.1925989672977,221.94406196213424,263.59191049913943,228.75989672977624,232.61084337349396,233.7168674698795,204.72788296041307,238.67383820998276,177.4645438898451,246.10929432013768,150.2012048192771,259.12134251290877,122.9378657487091,205.83390705679864,267.3096385542168,197.7788296041308,232.61084337349396,180.42943201376937,204.10826161790015,172.37435456110154,179.94302925989672,159.98192771084337,158.2562822719449,143.87177280550773,133.4714285714286
labeled-data\vocal1\img0831.png,223.18330464716007,290.8552495697074,239.29345955249568,258.0153184165232,252.92512908777968,230.75197934595522,272.7530120481928,196.67280550774524,287.6239242685026,173.12719449225472,306.8321858864027,139.66764199655768,321.08347676419965,111.16506024096384,203.35542168674698,266.69001721170395,186.62564543889846,238.18743545611014,166.79776247848537,211.54371772805507,140.7736660929432,183.66075731497418,117.22805507745267,149.5815834767642,101.73752151462995,122.31824440619619
labeled-data\vocal1\img0891.png,225.04216867469881,300.149569707401,238.0542168674699,271.6469879518072,253.5447504302926,243.1444061962134,266.5567986230637,217.12030981067124,285.14543889845095,189.23734939759035,300.63597246127364,155.77779690189328,317.98537005163513,125.41635111876076,209.55163511187607,273.50585197934595,194.06110154905338,248.72099827882957,177.3313253012048,220.2184165232358,156.2641996557659,192.9550774526678,138.91480206540447,170.6487091222031,123.42426850258175,141.52650602409636
labeled-data\vocal1\img0943.png,229.99913941480207,273.50585197934595,240.5327022375215,249.34061962134248,252.92512908777968,223.31652323580033,259.7409638554217,195.43356282271944,268.4156626506024,166.31135972461271,284.52581755593803,126.03597246127367,295.05938037865747,84.5213425129088,218.84595524956973,250.5798623063683,207.69277108433732,225.17538726333905,199.63769363166955,198.53166953528398,184.1471600688468,168.17022375215146,169.8958691910499,132.23218588640276,162.460413080895,97.53339070567984
labeled-data\vocal1\img0999.png,249.20740103270225,326.17366609294317,255.40361445783134,305.72616179001716,254.78399311531842,272.88623063683303,255.40361445783134,247.48175559380377,255.40361445783134,219.59879518072287,,,,,238.67383820998276,303.24767641996556,240.5327022375215,272.2666092943201,239.9130808950086,248.10137693631668,233.0972461273666,223.31652323580033,,,,
labeled-data\vocal1\img1030.png,251.06626506024094,323.69518072289156,253.5447504302926,299.5299483648881,252.92512908777968,269.78812392426846,253.5447504302926,241.28554216867468,252.30550774526677,217.12030981067124,,,,,249.82702237521517,298.2907056798623,249.82702237521517,271.0273666092943,248.58777969018934,241.28554216867468,244.87005163511185,218.35955249569705,,,,
labeled-data\vocal1\img1070.png,233.0972461273666,357.1547332185886,241.77194492254733,337.9464716006884,240.5327022375215,315.0204819277108,238.0542168674699,294.5729776247848,239.9130808950086,272.2666092943201,241.15232358003442,248.10137693631668,,,222.56368330464716,340.4249569707401,218.84595524956973,319.9774526678141,216.98709122203098,295.81222030981064,213.8889845094664,271.6469879518072,212.03012048192772,253.67796901893286,,
labeled-data\vocal1\img1151.png,242.39156626506025,269.16850258175555,260.9802065404475,233.85008605851976,272.13339070567986,209.68485370051633,281.4277108433735,182.42151462994835,298.77710843373495,148.34234079173837,313.6480206540447,117.98089500860584,332.236660929432,79.56437177280549,218.2263339070568,236.3285714285714,209.55163511187607,215.88106712564542,195.91996557659206,186.1392426850258,179.19018932874354,157.01703958691908,167.41738382099828,121.07900172117041,152.54647160068845,90.71755593803789
