labeled-data\uvfp1\img157.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img172.png,319.93155336380005,235.86709156632423,326.9460704421074,224.44261352913924,326.9460704421074,217.85474960970333,329.4165194118958,206.3259877506905,332.7104513716138,193.97374290174815,334.67930698394775,183.48548030853271,338.26249170303345,171.69793939590454,314.15634059906006,226.50001657009125,309.5886993408203,217.70176029205322,305.4655394554138,207.1731948852539,302.0337975025177,197.57873725891113,302.0106625556946,187.46922051906586,,
labeled-data\uvfp1\img200.png,312.6949510574341,349.97976636886597,319.53472353274196,339.7302321192677,318.1316452026367,330.9724373817444,318.09770584106445,320.33389377593994,317.887757552883,309.26136149187664,319.53472353274196,304.3204635522997,318.16336011886597,290.9486207962036,307.4771680831909,341.38555920124054,303.34525203704834,331.507390499115,300.6024751663208,322.4832820892334,298.1241657945752,311.73181046166513,297.40021276474,303.48021626472473,295.66999530792236,294.503577709198
labeled-data\uvfp1\img227.png,329.4165194118958,314.2022594314536,,,,,,,,,,,323.6521384823894,259.8523820961073,325.2991044622484,304.3204635522997,320.3582065226714,292.7917016932869,316.240791573024,285.38035478392146,312.94685961330606,277.1455248846266,312.94685961330606,270.5576609651907,313.7703426032355,263.9697970457547
labeled-data\uvfp1\img247.png,332.7104513716138,292.7917016932869,331.8869683816843,281.262939834274,331.0634853917548,269.73417797526116,328.59303642196636,262.32283106589574,326.9460704421074,249.14710322702393,324.4756214723189,241.7357563176585,322.0051725025304,234.32440940829315,324.4756214723189,285.38035478392146,318.71124054281245,275.4985589047676,316.240791573024,267.2637290054727,314.59382559316504,254.08800116660086,312.94685961330606,244.206205287447,,
labeled-data\uvfp1\img301.png,366.47325395872286,294.43866767314586,373.8846008680882,285.38035478392146,374.70808385801774,273.85159292490863,377.1785328278062,262.32283106589574,378.8254988076652,249.14710322702393,378.8254988076652,240.08879033779954,381.29594777745365,230.20699445864568,358.2384240594279,283.7333888040625,354.94449209971,272.20462694504965,353.297526119851,260.67586508603677,352.47404312992154,247.50013724716496,,,,
labeled-data\uvfp1\img304.png,371.4141518982998,304.3204635522997,375.5315668479472,292.7917016932869,378.0020158177357,282.90990581413297,378.0020158177357,268.9106949853317,378.0020158177357,259.8523820961073,377.1785328278062,247.50013724716496,363.1793219990049,296.08563365300483,360.7088730292164,286.203837773851,357.41494106949847,273.85159292490863,356.59145807956895,262.32283106589574,,,,,,
labeled-data\uvfp1\img311.png,377.46048974990845,346.7366272211075,377.8375153541565,334.47079205513,374.70808385801774,323.26057232067797,376.3550498378767,310.9083274717356,374.70808385801774,300.2030486026523,373.8846008680882,288.6742867436394,,,372.883860707283,334.3642590045929,371.2668935060501,322.8614492416382,369.43982219696045,311.13629484176636,368.4175443649292,300.6998584866524,368.12021993858184,288.6742867436394,,
labeled-data\uvfp1\img331.png,,,336.0043833313317,258.20541611624833,336.0043833313317,249.97058621695345,336.0043833313317,242.55923930758803,336.0043833313317,232.67744342843417,334.35741735147275,227.7365454888572,334.35741735147275,217.03126661977387,325.2991044622484,259.0288991061778,324.4756214723189,250.7940692068829,323.34188836812973,240.2936384677887,323.39942598342896,234.1124061346054,322.03361558914185,226.5890073776245,321.23455119132996,220.81557685136795
labeled-data\uvfp1\img358.png,312.94685961330606,376.78696666609477,317.06427456295347,369.3756197567294,320.3582065226714,361.14078985743447,321.18168951260094,348.7885450084922,322.0051725025304,338.0832661394088,321.18168951260094,329.0249532501844,324.4756214723189,319.96664036096,306.3589956938701,367.7286537768704,303.06506373415215,358.67034088764603,301.41809775429317,348.7885450084922,298.94764878450474,338.90674912933827,299.7711317744342,330.6719192300434,,
labeled-data\uvfp1\img417.png,360.7088730292164,252.44103518674189,362.3558390090754,240.91227332772905,358.2384240594279,230.20699445864568,358.2384240594279,216.20778362984436,353.297526119851,207.97295373054948,348.3566281802741,196.4441918715366,,,352.47404312992154,246.67665425723544,349.1801111702036,232.67744342843417,345.88617921048564,225.26609651906875,342.5922472507677,213.73733466005586,340.1217982809792,198.91464084132508,,
labeled-data\uvfp1\img428.png,,,,,,,,,,,,,,,,,,,,,,,332.7104513716138,224.44261352913924,327.76955343203684,207.97295373054948
labeled-data\uvfp1\img434.png,2.996804118156433,0.3341560363769531,,,,,,,,,,,,,,,,,,,,,322.8286554924599,228.5600284787867,319.53472353274196,217.03126661977387
labeled-data\uvfp1\img442.png,3.132370412349701,0.41678738594055176,,,,,,,,,,,,,344.23921323062666,343.8476470689152,342.15295147895813,331.0325799584389,336.0043833313317,323.26057232067797,332.7104513716138,310.9083274717356,,,,
labeled-data\uvfp1\img445.png,,,362.3558390090754,358.67034088764603,356.59145807956895,353.72944294806905,350.00359416013305,344.6711300588447,349.1801111702036,333.1423681998318,348.3566281802741,326.5545042803959,,,353.48638343811035,362.7534251213074,352.47404312992154,352.9059599581396,346.88858819007874,345.50607681274414,344.23921323062666,338.0832661394088,341.76876426083817,327.37798727032543,,
labeled-data\uvfp1\img454.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img468.png,,,,,,,,,,,376.3550498378767,398.19752440426146,,,,,,,,,372.23763488822925,411.3732522431333,369.7671859184408,400.66797337405,,
labeled-data\uvfp1\img498.png,,,359.567982673645,365.4308385848999,354.94449209971,354.55292593799857,351.650560139992,348.7885450084922,349.1801111702036,338.0832661394088,345.88617921048564,331.4954022199729,,,352.44758129119873,366.61419320106506,348.9858820438385,359.45861291885376,346.0666832923889,350.4247896671295,343.298152923584,340.56335961818695,340.14480094611645,332.95045977830887,,
labeled-data\uvfp1\img512.png,,,,,,,373.06111787815877,333.1423681998318,365.64977096879335,317.4961913911716,359.06190704935744,303.49698056237025,,,,,367.2967369486523,336.4363001595498,360.7088730292164,319.96664036096,354.94449209971,304.3204635522997,,,,
labeled-data\uvfp1\img544.png,371.4141518982998,358.67034088764603,375.5315668479472,350.4355109883511,372.23763488822925,343.8476470689152,367.2967369486523,331.4954022199729,359.88539003928696,319.96664036096,358.2384240594279,308.4378785019471,355.7679750896395,301.8500145825112,366.47325395872286,352.9059599581396,362.3558390090754,345.49461304877417,357.41494106949847,334.78933417969085,354.1210091097805,323.26057232067797,351.650560139992,311.73181046166513,,
labeled-data\uvfp1\img562.png,377.1785328278062,308.4378785019471,379.6489817975947,300.2030486026523,374.70808385801774,287.02732076378044,369.7671859184408,281.262939834274,365.64977096879335,270.5576609651907,364.0028049889344,261.4993480759663,364.8262879788639,254.08800116660086,368.9437029285113,303.49698056237025,364.8262879788639,291.1447357134279,360.7088730292164,282.90990581413297,356.59145807956895,273.0281099349791,356.59145807956895,263.9697970457547,,
labeled-data\uvfp1\img590.png,,,,,,,,,,,,,,,,,,,,,369.7671859184408,260.67586508603677,367.2967369486523,248.32362023709442,,
labeled-data\uvfp1\img697.png,,,,,,,,,,,,,,,368.9437029285113,321.613606340819,364.0028049889344,313.3787764415241,359.88539003928696,302.67349757244074,355.7679750896395,291.96821870335737,352.47404312992154,281.262939834274,,
labeled-data\uvfp1\img747.png,,,,,,,,,,,,,,,374.70808385801774,352.9059599581396,371.4141518982998,342.2006810890562,368.9437029285113,333.96585118976134,366.47325395872286,324.90753830053694,363.1793219990049,316.67270840124206,,
labeled-data\uvfp1\img767.png,,,403.52998850554985,221.9721645593508,401.88302252569093,213.73733466005586,402.60303497314453,203.61805894970894,401.1843030452728,190.88925862312317,402.6817162036896,179.361976146698,403.693892121315,165.74060761928558,383.76639674724214,225.26609651906875,387.0603287069601,215.3843006399149,382.443434715271,205.51354146003723,380.46492755413055,195.53443956375122,380.99536418914795,183.27056694030762,,
labeled-data\uvfp1\img784.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img811.png,3.001986861228943,0.2709510326385498,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img812.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img816.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img818.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img821.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp1\img824.png,,,,,,,,,,,,,,,,,,,,,,,,,,
