labeled-data\nop3\img254.png,356.59145807956895,318.31967438110104,358.2384240594279,306.7909125220882,357.41494106949847,293.6151846832164,356.59145807956895,281.262939834274,354.94449209971,267.2637290054727,,,,,354.1210091097805,306.7909125220882,354.1210091097805,295.2621506630753,353.297526119851,281.262939834274,353.297526119851,268.9106949853317,,,,
labeled-data\nop3\img295.png,364.8262879788639,365.25820480708194,367.2967369486523,352.08247696821013,372.23763488822925,342.2006810890562,378.0020158177357,332.31888520990236,386.2368457170306,321.613606340819,395.295158606255,310.08484448180616,403.52998850554985,301.02653159258176,359.88539003928696,355.3764089279281,350.82707715006256,348.7885450084922,345.0626962205561,338.90674912933827,333.5339343615433,329.84843624011387,318.71124054281245,321.613606340819,304.7120297140111,317.4961913911716
labeled-data\nop3\img347.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop3\img393.png,,,,,383.76639674724214,307.61439551201767,384.5898797371716,296.08563365300483,384.5898797371716,283.7333888040625,,,,,,,379.6489817975947,307.61439551201767,378.0020158177357,297.7325996328638,374.70808385801774,285.38035478392146,368.9437029285113,275.4985589047676,,
labeled-data\nop3\img466.png,,,363.1793219990049,415.49066719278073,360.7088730292164,404.7853883236974,359.88539003928696,392.43314347475507,357.41494106949847,377.61044965602423,358.2384240594279,360.31730686750495,,,359.88539003928696,414.6671842028513,358.2384240594279,405.6088713136269,357.41494106949847,393.2566264646846,355.7679750896395,377.61044965602423,356.59145807956895,360.31730686750495,,
labeled-data\nop3\img487.png,375.5315668479472,406.4323543035564,376.3550498378767,391.60966048482555,374.70808385801774,378.43393264595375,377.1785328278062,362.78775583729345,381.29594777745365,346.3180960387037,387.88381169688955,331.4954022199729,398.589090565973,319.96664036096,373.06111787815877,392.43314347475507,372.23763488822925,379.25741563588326,369.7671859184408,365.25820480708194,364.8262879788639,347.96506201856266,359.06190704935744,333.1423681998318,350.00359416013305,319.96664036096
labeled-data\nop3\img524.png,360.7088730292164,408.90280327334483,361.53235601914594,394.9035924445435,361.53235601914594,380.9043816157422,363.1793219990049,360.31730686750495,361.53235601914594,340.55371510919724,360.7088730292164,318.31967438110104,364.8262879788639,293.6151846832164,359.06190704935744,395.727075434473,359.88539003928696,380.9043816157422,359.88539003928696,360.31730686750495,357.41494106949847,342.2006810890562,357.41494106949847,315.84922541131255,357.41494106949847,292.7917016932869
labeled-data\nop3\img592.png,345.0626962205561,413.8437012129218,347.5331451903446,398.19752440426146,354.1210091097805,384.1983135754602,361.53235601914594,367.7286537768704,377.1785328278062,352.9059599581396,393.648192626396,338.90674912933827,410.9413354149153,324.0840553106075,343.41573024069714,400.66797337405,336.82786632126124,386.6687625452487,324.4756214723189,367.7286537768704,306.3589956938701,351.2589939782806,289.0658529053508,345.49461304877417,271.77271011683155,342.2006810890562
labeled-data\nop3\img618.png,,,347.5331451903446,415.49066719278073,348.3566281802741,392.43314347475507,347.5331451903446,375.1400006862358,352.47404312992154,353.72944294806905,364.8262879788639,333.1423681998318,387.0603287069601,312.5552934515946,342.5922472507677,413.0202182229923,345.0626962205561,396.55055842440254,339.2983152910497,375.1400006862358,334.35741735147275,354.55292593799857,331.0634853917548,333.96585118976134,326.9460704421074,313.3787764415241
labeled-data\nop3\img628.png,344.23921323062666,390.7861774948961,345.88617921048564,375.1400006862358,349.1801111702036,354.55292593799857,353.297526119851,334.78933417969085,359.88539003928696,315.84922541131255,364.8262879788639,298.55608262279327,382.9429137573126,281.262939834274,342.5922472507677,375.1400006862358,342.5922472507677,356.19989191785754,336.82786632126124,335.6128171696203,335.18090034140226,315.0257424213831,331.8869683816843,299.3795656127228,331.8869683816843,278.79249086448556
labeled-data\nop3\img643.png,350.82707715006256,360.31730686750495,350.00359416013305,343.0241640789857,352.47404312992154,323.26057232067797,358.2384240594279,305.1439465422292,364.0028049889344,290.3212527234984,373.8846008680882,274.6750759148381,391.1777436566075,259.0288991061778,347.5331451903446,342.2006810890562,343.41573024069714,325.7310212904664,338.4748323011202,306.7909125220882,333.5339343615433,291.1447357134279,327.76955343203684,273.0281099349791,312.94685961330606,255.73496714645984
labeled-data\nop3\img742.png,335.18090034140226,302.67349757244074,337.6513493111907,280.43945684434453,340.94528127090865,260.67586508603677,346.7096622004151,239.26530734787008,356.59145807956895,217.85474960970333,369.7671859184408,199.7381238312546,389.5307776767485,181.6214980528058,333.5339343615433,280.43945684434453,331.0634853917548,262.32283106589574,325.2991044622484,240.08879033779954,322.0051725025304,217.03126661977387,318.71124054281245,196.4441918715366,309.6529276535881,179.15104908301737
labeled-data\nop3\img765.png,324.4756214723189,251.61755219681243,327.76955343203684,228.5600284787867,335.18090034140226,207.97295373054948,344.23921323062666,189.03284496217123,355.7679750896395,173.38666815351093,372.23763488822925,153.62307639520316,394.47167561632546,133.85948463689544,317.887757552883,231.03047744857514,317.06427456295347,210.4434027003379,309.6529276535881,186.56239599238273,306.3589956938701,170.91621918372243,294.83023383485727,151.97611041534418,270.9492271269021,129.74206968724798
