labeled-data\vocal\img0327.png,254.96634871073442,153.38426632812366,256.2015731956286,149.06098063099387,248.17261404381614,139.17918475183995,249.40783852871036,131.7678378424746,,,,,,,247.555001801369,147.2081439036525,247.555001801369,139.17918475183995,248.17261404381614,129.91500111513324,,,,,,
labeled-data\vocal\img0355.png,238.90843040710936,146.59053166120538,239.5260426495565,139.17918475183995,239.5260426495565,131.15022560002745,239.5260426495565,120.65081747842646,,,,,,,237.67320592221515,139.7967969942871,236.43798143732087,133.0030623273688,235.8203691948738,123.12126644821495,,,,,,
labeled-data\vocal\img0387.png,225.11531352996826,198.68302202224731,225.76990127563477,188.9407730102539,226.14672946929932,177.7081995010376,227.21672677993774,165.6116075515747,226.94027042388916,150.78058648109436,225.46237206459045,137.46104669570923,,,217.9795389175415,190.84192037582397,210.4897187948227,182.51061153411865,204.26996955275536,173.30979919433594,194.70098733901978,164.80190181732178,186.44748783111572,153.4456262588501,177.1519594192505,143.02698254585266
labeled-data\vocal\img0420.png,233.96753246753244,210.82220487570555,233.96753246753244,204.02847020878727,235.20275695242665,189.8233886325036,233.3499202250853,176.8535315411141,230.87947125529686,160.17800099504197,,,,,227.79141004306123,204.64608245123438,212.96871622433045,195.38189881452763,202.46930810272946,184.88249069292664,187.02900204155154,173.14785808643143,173.44153270771497,162.64844996483043,156.76600216164277,149.06098063099387
labeled-data\vocal\img0566.png,215.84467387199402,230.66680669784546,218.4128942489624,219.60225582122803,218.67080116271973,208.5038275718689,218.55174922943115,198.38035774230957,220.39025020599365,186.63448333740234,219.99063301179558,175.95169067382812,,,209.79795598983765,221.7009105682373,205.11660385131836,212.20950317382812,200.77669954299927,203.15853595733643,192.89704084396362,193.6419129371643,186.82690715789795,185.08210515975952,179.0823941230774,175.95046043395996
labeled-data\vocal\img0588.png,224.28524780273438,198.92442965507507,221.6152876185901,192.29383760229206,224.7884702682495,182.6063632965088,224.9828541278839,173.79004669189453,224.7001760005951,165.10912585258484,,,,,220.38006313369587,190.4410008749507,222.82119941711426,183.31074976921082,222.49635076522827,173.80624520778656,221.29157650470734,164.12638759613037,,,,
labeled-data\vocal\img0594.png,241.37887937689786,183.64726620803242,244.46694058913343,176.8535315411141,246.93738955892186,170.67740911664296,247.555001801369,162.64844996483043,246.93738955892186,153.38426632812366,,,,,239.5260426495565,176.8535315411141,240.14365489200358,171.29502135909007,239.5260426495565,163.88367444972465,,,,,,
labeled-data\vocal\img0613.png,243.8493283466863,175.6183070562199,243.82238817214966,165.63365614414215,244.79340708255768,159.09561157226562,246.31723046302795,151.41875314712524,250.0254507711575,142.88485820652267,,,,,240.55346155166626,165.55963671207428,241.2724723815918,159.64709424972534,241.88669872283936,151.6948962211609,241.64828777313232,145.2505066394806,,,,
labeled-data\vocal\img0687.png,180.85287961708033,204.64608245123438,183.32332858686883,197.234735541869,183.32332858686883,187.97055190516224,185.79377755665726,178.08875602600835,187.64661428399862,167.58934790440736,,,,,179.00004288973898,197.234735541869,179.00004288973898,188.58816414760935,179.61765513218612,178.08875602600835,178.3824306472919,166.35412341951314,,,,
labeled-data\vocal\img0704.png,184.55855307176304,227.49773542177772,186.4113897991044,217.61593954262386,187.64661428399862,206.49891917857573,187.64661428399862,197.234735541869,189.49945101133997,186.11771517782088,190.73467549623425,173.14785808643143,,,177.76481840484476,219.4687762699652,174.6767571926092,208.9693681483642,168.500634768138,196.61712329942188,159.85406337387838,187.3529396627151,153.6779409494072,178.08875602600835,145.03136955514756,163.26606220727754
labeled-data\vocal\img0717.png,191.08514976501465,233.53585243225098,193.47328519821167,223.0698482990265,194.23015880584717,212.74028778076172,194.1526050567627,204.32044315338135,196.15809631347656,192.39563083648682,195.04398995637894,180.61074924468994,,,184.6561975479126,224.449312210083,179.27819269895554,214.95196533203125,174.0201232433319,204.3731336593628,163.92423613369465,195.2669768333435,156.2795705795288,183.32683658599854,146.59915590286255,171.98974990844727
labeled-data\vocal\img0886.png,203.6035737991333,250.60102796554565,206.63932609558105,240.81910467147827,207.55000591278076,231.93084192276,209.01636695861816,222.9681887626648,208.85921621322632,212.62835210561752,209.31643390655518,203.69416743516922,,,199.32133626937866,243.50283336639404,196.2281322479248,234.37250328063965,192.51436710357666,225.649751663208,183.80633354187012,216.79672813415527,178.51149988174438,210.01561212539673,171.66309928894043,199.88216304779053
labeled-data\vocal\img1019.png,206.09443616867065,249.15116167068481,208.40466690063477,241.78639459609985,208.08738708496094,232.55972528457642,209.1112790107727,223.2372009754181,209.54932355880737,213.77338922023773,208.84070873260498,203.37728613615036,,,202.9570689201355,242.74689435958862,200.82189083099365,233.89528608322144,196.56344908475876,225.34272527694702,190.99318838119507,215.9266917705536,186.2858452796936,207.9416995048523,180.85287961708033,200.32279675410456
labeled-data\vocal\img1051.png,214.6711072921753,263.9086265563965,215.7434275150299,254.91629886627197,214.8333399295807,247.83014154434204,214.81900358200073,239.85105085372925,,,,,,,211.48985105752945,256.8109612464905,209.38204145431519,248.49911165237427,207.5622296333313,239.88360357284546,203.70453258762367,232.43863336135465,198.76363464804675,223.792061967095,191.18793201446533,215.5777280330658
labeled-data\vocal\img1085.png,248.8587679862976,193.16738271713257,248.17261404381614,187.97055190516224,250.0254507711575,182.41204172313817,251.80748081207275,170.0816159248352,253.11351198339307,163.26606220727754,,,,,247.73461484909058,186.50197315216064,248.79022628626322,177.47114378356125,249.08587837219238,170.69185590744019,252.49589974094593,163.88367444972465,,,,
labeled-data\vocal\img1100.png,253.11351198339307,187.3529396627151,255.58396095318156,179.9415927533497,256.8191854380758,170.05979687419583,258.05440992296997,160.79561323748908,,,,,,,253.11351198339307,179.9415927533497,253.7311242258402,170.05979687419583,256.2015731956286,160.17800099504197,,,,,,
labeled-data\vocal\img1219.png,213.5863284667776,239.84998027072007,215.43916519411889,230.58579663401332,217.29200192146024,219.4687762699652,218.52722640635452,208.9693681483642,220.38006313369587,197.234735541869,220.99767537614295,188.58816414760935,,,209.26304276964774,231.82102111890754,206.17498155741217,221.32161299730654,203.0869203451766,212.6750416030469,197.52841016315253,206.49891917857573,195.05796119336404,199.08757226921034,189.49945101133997,189.20577639005646
labeled-data\vocal\img1258.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\vocal\img1283.png,3.4145134687423706,0.8102607727050781,225.93857331571988,261.46640875636916,228.3089775145054,255.55263209342957,229.0266345279555,248.4965516649797,225.47749423980713,244.06376452744007,225.33366131782532,236.5712130665779,223.51829409599304,231.83920574188232,224.70334883082566,260.23118427147494,223.46812434593144,255.9078985743451,223.25178623199463,249.70132064819336,224.10005521774292,243.43342834711075,222.98049449920654,238.14330172538757,221.7761265039444,232.17927980422974
labeled-data\vocal\img1311.png,227.17379780061415,242.32042924050853,229.88141191005707,234.5007745027542,231.06759667396545,227.07775282859802,232.219575881958,219.64783027768135,232.1603045463562,212.4423725605011,,,,,227.16248279809952,234.6644891500473,225.04056978225708,228.10482680797577,220.07212551683187,223.19434666633606,217.4916214942932,214.86992740631104,212.80159652233124,209.89587426185608,209.85328006744385,204.58501034975052
labeled-data\vocal\img1337.png,219.76245089124873,265.1720822110519,220.38006313369587,257.1431230592393,221.6152876185901,247.8789394225326,222.8505121034843,238.61475578582582,224.08573658837858,228.73295990667197,,,,,215.43916519411889,260.848796513922,211.73349173943623,250.34938839232106,207.41020604230638,242.93804148295564,200.6164713753881,234.90908233114314,197.52841016315253,226.2625109368835,,
labeled-data\vocal\img1449.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\vocal\img1454.png,228.15265172719955,279.40598940849304,230.24396300315857,271.74738240242004,231.08310222625732,263.4860260486603,231.35284733772278,256.23090744018555,230.30217003822327,247.54269790649414,,,,,224.16748523712158,273.26822423934937,218.99683570861816,266.2231011390686,211.91915494948626,260.08906841278076,203.84572091698647,252.6249361038208,198.37475085258484,246.20522594451904,191.6396677494049,239.34052205085754
labeled-data\vocal\img1471.png,224.70334883082566,281.23000051467693,227.17379780061415,273.20104136286443,227.79141004306123,263.93685772615765,229.0266345279555,255.9078985743451,229.0266345279555,248.4965516649797,,,,,221.6152876185901,274.4362658477586,220.38006313369587,267.0249189383932,214.8215529516718,260.23118427147494,210.49826725454196,251.58461287721528,206.79259379985925,245.40849045274413,204.3221448300708,238.61475578582582
labeled-data\vocal\img1544.png,224.70334883082566,228.73295990667197,227.17379780061415,220.08638851241233,228.40902228550837,208.9693681483642,229.0266345279555,199.08757226921034,230.26185901284973,187.3529396627151,230.26185901284973,175.6183070562199,,,219.1448386488016,220.70400075485944,212.96871622433045,210.82220487570555,209.26304276964774,202.1756334814459,199.99885913294096,193.52906208718628,191.35228773868133,182.41204172313817,183.94094082931596,173.14785808643143
labeled-data\vocal\img1741.png,241.99649161934494,229.96818439156618,243.8493283466863,219.4687762699652,243.2317161042392,206.49891917857573,245.70216507402765,194.76428657208052,246.31977731647478,181.79442948069106,245.08455283158057,171.29502135909007,,,240.76126713445072,218.85116402751808,238.90843040710936,208.9693681483642,235.20275695242665,197.8523477843161,229.6442467704026,184.88249069292664,226.55618555816702,176.8535315411141,224.70334883082566,169.44218463174872
labeled-data\vocal\img1800.png,242.48832285404205,257.2646017074585,245.9415329694748,248.30812120437622,247.03203868865967,238.76243925094604,249.87893533706665,229.0513334274292,251.0272994041443,217.97117948532104,250.56147003173828,207.92798614501953,,,238.080721616745,250.08938598632812,236.61421871185303,240.83283805847168,232.7149314880371,233.57965326309204,226.90607595443726,224.97432231903076,223.2945339679718,218.10356426239014,218.38759469985962,209.7619514465332
labeled-data\vocal\img1866.png,248.79022628626322,197.234735541869,250.64306301360457,188.58816414760935,250.64306301360457,178.08875602600835,251.2606752560517,166.97173566196025,253.11351198339307,152.76665408567658,252.49589974094593,139.7967969942871,,,241.99649161934494,189.8233886325036,235.8203691948738,181.79442948069106,232.11469574019108,170.05979687419583,222.8505121034843,162.03083772238332,211.1158794969891,149.67859287344095,201.85169586028232,136.09112353960438
labeled-data\vocal\img1875.png,244.46694058913343,185.50010293537375,249.40783852871036,176.235919298667,249.40783852871036,162.64844996483043,248.79022628626322,149.67859287344095,248.79022628626322,136.09112353960438,248.79022628626322,121.2684297208736,,,241.37887937689786,176.235919298667,235.20275695242665,165.1188989346189,231.49708349774394,154.61949081301793,221.6152876185901,143.5024704489698,214.8215529516718,131.7678378424746,204.9397570725179,121.2684297208736
labeled-data\vocal\img1895.png,248.02228832244873,174.89083456993103,250.57061767578125,164.37145614624023,251.1451187133789,150.78385090827942,251.29691791534424,138.04793310165405,252.35869884490967,122.6429648399353,252.41785779595375,107.38541030883789,,,243.94160077348351,165.20787239074707,239.4328808784485,153.40789985656738,234.76884043216705,141.47920036315918,227.45705366134644,130.44573831558228,219.8906831741333,119.39513397216797,209.95933890342712,108.841383934021
labeled-data\vocal\img1943.png,260.5248588927585,229.96818439156618,264.8481445898883,215.7631028152825,264.8481445898883,203.41085796634016,266.08336907478247,191.0586131173978,266.08336907478247,175.6183070562199,,,,,252.49589974094593,221.93922523975368,246.31977731647478,210.82220487570555,238.90843040710936,199.08757226921034,227.17379780061415,189.8233886325036,220.38006313369587,181.79442948069106,211.73349173943623,170.67740911664296
labeled-data\vocal\img1952.png,259.01635456085205,232.32093286514282,263.03337264060974,221.64073193073273,262.3572688102722,210.73502397537231,263.7659571170807,198.20341062545776,265.3116817474365,183.42625379562378,265.4657568323354,171.29502135909007,,,252.4303444325924,224.19602918624878,246.62205815315247,214.32834911346436,241.39162802696228,204.09208297729492,231.54591631889343,195.43450021743774,222.34696459770203,183.69858407974243,211.95241694152355,172.57816314697266
labeled-data\vocal\img2012.png,267.31859355967674,265.1720822110519,270.4066547719124,255.9078985743451,271.02426701435945,245.40849045274413,274.1123282265951,234.291470088696,275.34755271148924,222.5568374822008,,,,,261.7600833776527,257.76073530168645,257.4367976805229,247.26132718008546,253.11351198339307,241.0852047556143,247.555001801369,233.6738578462489,242.61410386179207,225.64489869443636,236.43798143732087,218.85116402751808
