labeled-data\uvfp2\img0528.png,,,,,,,,,,,,,1.881316900253296,6.553391933441162,,,,,,,,,,,2.7791260480880737,4.893111228942871
labeled-data\uvfp2\img0580.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img0741.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img0762.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img1448.png,449.6450359416013,380.9043816157422,452.93896790131924,375.1400006862358,454.58593388117816,371.0225857365883,456.2328998610372,363.61123882722296,458.70334883082563,354.55292593799857,,,,,447.99806996174226,375.9634836761653,447.17458697181274,369.3756197567294,447.99806996174226,361.964272847364,,,,,,
labeled-data\uvfp2\img1501.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img1710.png,,,,,,,,,,,,,475.1730086294154,310.08484448180616,,,,,,,,,,,458.70334883082563,310.9083274717356
labeled-data\uvfp2\img1927.png,3.2732744216918945,0.3477466106414795,462.8207637804731,337.2597831494793,462.64921045303345,332.9714448451996,464.46284317970276,326.9198179244995,465.96056723594666,320.7657368183136,467.2399346232414,313.6973922252655,466.9597829580307,308.6696557998657,454.58593388117816,334.78933417969085,454.86444640159607,330.3693311214447,453.81367659568787,324.48895490169525,454.60729718208313,319.41611671447754,452.3352198302746,314.1342670917511,452.93728798627853,307.9330644607544
labeled-data\uvfp2\img1941.png,3.2732768058776855,0.3477442264556885,,,,,472.2192358970642,336.5918128490448,475.1730086294154,332.31888520990236,475.1730086294154,327.37798727032543,473.91518568992615,322.6481046676636,,,,,465.1575903892517,336.99424743652344,465.2670638561249,331.5929661691189,464.649254322052,327.5934863090515,462.60267400741577,322.66982984542847
labeled-data\uvfp2\img1946.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img1956.png,448.8215529516718,388.3157285251076,454.58593388117816,380.9043816157422,456.2328998610372,367.7286537768704,,,,,,,,,444.7041380020243,378.43393264595375,444.7041380020243,366.08168779701145,,,,,,,,
labeled-data\uvfp2\img1962.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img2044.png,,,459.52683182075515,361.14078985743447,461.17379780061407,348.7885450084922,461.9972807905436,342.2006810890562,,,,,,,456.2328998610372,361.14078985743447,459.52683182075515,347.96506201856266,461.17379780061407,340.55371510919724,,,,,,
labeled-data\uvfp2\img2188.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img2478.png,,,473.5260426495565,284.55687179399195,475.4621915817261,275.7760303467512,479.869925737381,267.1466293334961,482.40174555778503,255.15125846862793,486.81691431999207,242.54526233673096,,,466.9613881111145,280.01187086105347,467.54403761029243,272.6465859413147,469.3826080560684,264.3624014854431,470.2526514530182,252.34035941958427,475.1730086294154,239.26530734787008,,
labeled-data\uvfp2\img2765.png,,,452.93896790131924,331.4954022199729,456.2328998610372,322.43708933074845,460.35031481068467,313.3787764415241,462.8207637804731,299.3795656127228,465.29121275026154,286.203837773851,,,447.17458697181274,327.37798727032543,448.8215529516718,319.96664036096,450.4685189315308,310.08484448180616,450.4685189315308,296.90911664293435,452.93896790131924,287.02732076378044,,
labeled-data\uvfp2\img2823.png,,,,,,,,,,,,,,,,,,,,,,,397.76560757604346,415.49066719278073,391.1777436566075,408.07932028341537
labeled-data\uvfp2\img2870.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img2966.png,,,,,,,392.8247096364665,403.13842234383844,392.001226646537,399.8444903841205,386.2368457170306,385.84527955531917,,,,,,,,,378.48568522930145,409.19046354293823,372.8641667962074,404.2732624709606,367.77247619628906,399.2139265537262
labeled-data\uvfp2\img3040.png,433.8636133670807,342.60392475128174,437.2094441652298,333.01041662693024,439.76324006244744,320.79012335088953,439.76324006244744,312.5552934515946,443.5719771385193,301.14920914173126,446.9679605960846,289.72370982170105,,,431.5284101631525,333.1423681998318,434.58736419677734,320.4494152069092,436.499755859375,309.739085316658,435.2396884560585,299.2992091178894,436.98738420009613,289.5458426475525,,
labeled-data\uvfp2\img3195.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img3214.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img3272.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img3834.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img3890.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp2\img4154.png,,,441.41020604230636,310.9083274717356,443.0571720221654,304.3204635522997,445.5276209919538,297.7325996328638,447.99806996174226,290.3212527234984,451.2920019214602,283.7333888040625,,,438.1162740825884,309.26136149187664,440.58672305237684,303.49698056237025,442.2336890322359,296.08563365300483,443.8806550120948,289.49776973356893,444.7041380020243,284.55687179399195,,
labeled-data\uvfp2\img4228.png,450.15323972702026,373.05540442466736,455.4094168711077,368.5521367667999,456.0916142463684,357.0885411500931,457.41088032722473,347.23327136039734,460.26717483997345,340.0396220870316,,,,,450.02263474464417,362.88535165786743,451.84316405653954,354.199191570282,453.5111994743347,346.06496477127075,456.2625033855438,338.23251271247864,,,,
labeled-data\uvfp2\img4263.png,455.4094168711077,338.0832661394088,455.7665538787842,330.2667305469513,458.4865918159485,324.72259509563446,458.283927321434,315.7711161226034,459.45863676071167,309.76163363456726,464.0958638191223,303.802463054657,460.0901155471802,308.9254479408264,453.3297995328903,329.8704483509064,453.637690782547,322.5139824151993,454.7374367713928,315.1490366458893,457.8029308319092,309.3026160001755,460.38206720352173,304.02207255363464,,
labeled-data\uvfp2\img4334.png,,,433.17537614301153,321.613606340819,437.2927910926589,314.2022594314536,438.9397570725179,306.7909125220882,442.2336890322359,298.55608262279327,445.5276209919538,291.96821870335737,447.99806996174226,277.96900787455604,424.1170632537871,319.1431573710305,422.47009727392816,311.73181046166513,419.9996483041396,304.3204635522997,418.3526823242807,296.08563365300483,415.88223335449226,288.6742867436394,415.05875036456274,278.79249086448556
labeled-data\uvfp2\img4365.png,,,410.11785242498576,382.5513475956012,412.5883013947743,375.1400006862358,415.88223335449226,365.25820480708194,,,,,,,405.1769544854089,381.7278646056717,405.1769544854089,372.66955171644736,406.8239204652678,361.964272847364,410.11785242498576,354.55292593799857,,,,
labeled-data\uvfp2\img4366.png,,,417.5291993343512,380.9043816157422,417.5291993343512,372.66955171644736,419.1761653142102,366.08168779701145,417.5291993343512,352.08247696821013,,,,,407.73497128486633,379.67758989334106,407.60802459716797,370.29517364501953,409.29436943505624,361.14078985743447,409.29436943505624,352.9059599581396,,,,
labeled-data\uvfp2\img4474.png,435.57438483834267,298.6576404571533,440.58672305237684,296.08563365300483,440.02808713912964,288.9511570930481,442.2336890322359,280.43945684434453,443.14874255657196,277.0156190395355,,,,,435.3020625114441,293.8238410949707,435.4254261255264,288.26716470718384,,,,,,,,
labeled-data\uvfp2\img4636.png,408.96329164505005,329.4145841598511,413.323490858078,324.35002982616425,416.8230676651001,320.3254404067993,419.7495776414871,315.26727294921875,422.47009727392816,305.9674295321587,426.5875122235755,299.3795656127228,,,409.3534851074219,324.119736969471,410.63710260391235,318.9113643169403,411.67362117767334,312.80366945266724,411.7648184048448,305.9674295321587,415.88223335449226,296.08563365300483,,
