labeled-data\nop9\img0164.png,,,,,,,,,,,238.0099075297225,170.91621918372243,240.98586702346802,164.59775418043137,,,,,,,,,170.48430235550438,188.2093619722417,163.89643843606848,179.15104908301737
labeled-data\nop9\img0170.png,,,,,,,,,,,,,227.30462866063914,165.9753212441455,,,,,,,,,,,163.07295544613896,178.32756609308785
labeled-data\nop9\img0212.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop9\img0233.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop9\img0239.png,,,,,,,,,,,,,421.64661428399864,268.9106949853317,,,,,,,,,,,381.29594777745365,273.0281099349791
labeled-data\nop9\img0289.png,,,,,,,,,,,,,414.2352673746332,333.96585118976134,,,,,,,,,,,336.0043833313317,341.37719809912676
labeled-data\nop9\img0301.png,,,,,379.6489817975947,347.14157902863315,382.11943076738316,340.55371510919724,383.0119206905365,332.72096794843674,388.70729468681907,325.7310212904664,388.70729468681907,321.613606340819,,,355.7679750896395,346.3180960387037,351.650560139992,339.7302321192677,350.82707715006256,333.1423681998318,346.9970271587372,331.2203053832054,341.90599405765533,325.010330080986
labeled-data\nop9\img0342.png,,,401.20770502090454,226.11970937252045,401.41509532928467,221.40282034873962,401.0074419975281,215.3707287311554,402.70650551562034,206.3259877506905,406.0004374753383,198.91464084132508,406.8239204652678,195.62070888160713,388.70729468681907,227.7365454888572,387.43094062805176,221.02513659000397,384.5337944030762,215.26057195663452,382.9429137573126,207.14947074061996,376.3550498378767,200.56160682118406,372.84731417894363,197.54369378089905
labeled-data\nop9\img0391.png,276.71360805640853,389.1392115150371,280.83102300605594,380.0808986258127,282.4779889859149,370.19910274665887,283.30147197584444,361.964272847364,284.9484379557034,352.9059599581396,284.9484379557034,342.2006810890562,287.41888692549185,329.0249532501844,274.24315908662004,380.9043816157422,271.77271011683155,371.84606872651784,270.9492271269021,361.14078985743447,269.3022611470431,352.08247696821013,266.8318121772546,342.2006810890562,266.00832918732516,331.4954022199729
labeled-data\nop9\img0400.png,,,280.83102300605594,379.25741563588326,281.27485179901123,369.67864990234375,283.30147197584444,361.14078985743447,289.0658529053508,347.14157902863315,287.41888692549185,337.2597831494793,294.83023383485727,328.2014702602549,269.12882339954376,379.14321088790894,266.88276863098145,369.8235673904419,264.51326084136963,360.21077394485474,262.4613211154938,350.5126004219055,260.6149919629097,340.5695505142212,255.09941959381104,328.58787536621094
labeled-data\nop9\img0475.png,225.65766268078016,369.3756197567294,229.77507763042763,359.4938238775755,232.24552660021607,347.96506201856266,235.53945855993402,337.2597831494793,234.71597557000456,325.7310212904664,237.18642453979305,309.26136149187664,245.42125443908793,291.1447357134279,222.3637307210622,359.4938238775755,221.54024773113275,349.61202799842164,222.3637307210622,336.4363001595498,220.71676474120324,325.7310212904664,221.54024773113275,310.08484448180616,219.89328175127378,293.6151846832164
labeled-data\nop9\img0570.png,418.3526823242807,339.7302321192677,419.9996483041396,324.90753830053694,420.8231312940691,308.4378785019471,419.9996483041396,295.2621506630753,418.3526823242807,274.6750759148381,419.1761653142102,254.91148415653038,423.29358026385756,226.91306249892773,408.47088644512684,326.5545042803959,406.0004374753383,313.3787764415241,398.589090565973,299.3795656127228,389.5307776767485,279.615973854415,382.11943076738316,262.32283106589574,368.12021993858184,240.08879033779954
labeled-data\nop9\img0640.png,349.1801111702036,319.96664036096,354.1210091097805,304.3204635522997,356.59145807956895,287.85080375370995,364.0028049889344,268.9106949853317,369.7671859184408,251.61755219681243,377.1785328278062,228.5600284787867,394.47167561632546,198.09115785139562,339.2983152910497,308.4378785019471,327.76955343203684,293.6151846832164,310.47641064351757,275.4985589047676,300.5946147643637,260.67586508603677,289.0658529053508,240.08879033779954,261.8909142376777,208.79643672047894
labeled-data\nop9\img0664.png,349.04318821430206,261.17957878112793,348.2315721362829,252.17433166503906,346.911208152771,241.54609298706055,345.88617921048564,229.38351146871616,344.23921323062666,218.67823259963285,340.1217982809792,207.14947074061996,,,345.1152467727661,252.60093879699707,343.45453429222107,242.1145143508911,342.5922472507677,229.38351146871616,340.1217982809792,218.67823259963285,338.4748323011202,207.97295373054948,,
labeled-data\nop9\img0669.png,,,,,325.2991044622484,232.67744342843417,323.6521384823894,220.32519857949183,321.18168951260094,205.50250476076098,,,,,,,322.0051725025304,232.67744342843417,321.18168951260094,221.14868156942129,318.71124054281245,205.50250476076098,,,,
labeled-data\nop9\img0674.png,314.59382559316504,315.84922541131255,313.7703426032355,305.1439465422292,310.47641064351757,293.6151846832164,310.47641064351757,276.32204189469707,305.53551270394064,259.8523820961073,,,,,310.47641064351757,306.7909125220882,308.8294446636586,296.08563365300483,307.1824786837996,277.96900787455604,303.06506373415215,260.67586508603677,,,,
labeled-data\nop9\img0702.png,426.17115545272827,338.07410752773285,424.89148569107056,322.648157119751,422.47009727392816,307.61439551201767,415.88223335449226,291.96821870335737,410.11785242498576,273.0281099349791,409.29436943505624,252.44103518674189,,,421.7340008020401,323.03021478652954,415.05875036456274,308.4378785019471,410.11785242498576,292.7917016932869,404.35347149547937,272.20462694504965,401.0595395357614,254.91148415653038,,
labeled-data\nop9\img0778.png,,,,,379.6489817975947,416.31415018271025,379.6489817975947,405.6088713136269,380.4724647875242,391.60966048482555,380.4724647875242,377.61044965602423,381.29594777745365,356.19989191785754,,,364.8262879788639,418.78459915249874,358.2384240594279,407.2558372934859,354.94449209971,392.43314347475507,351.650560139992,376.78696666609477,340.94528127090865,359.4938238775755
labeled-data\nop9\img0790.png,331.855204179883,407.4430527687073,335.18090034140226,394.9035924445435,335.18090034140226,382.5513475956012,338.4748323011202,367.7286537768704,345.0626962205561,346.3180960387037,350.00359416013305,322.43708933074845,,,320.3582065226714,398.19752440426146,311.53129267692566,390.72061038017273,298.9658441543579,380.0452791824937,281.0449380874634,362.6785445213318,267.65529516718414,347.96506201856266,228.12811165056866,330.6719192300434
labeled-data\nop9\img0804.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop9\img0812.png,,,383.76639674724214,412.1967352330628,388.70729468681907,397.374041414332,394.47167561632546,382.5513475956012,398.589090565973,371.0225857365883,410.9413354149153,360.31730686750495,417.5291993343512,343.8476470689152,360.7088730292164,416.31415018271025,352.47404312992154,404.7853883236974,341.76876426083817,394.9035924445435,331.0634853917548,384.1983135754602,319.53472353274196,376.78696666609477,309.6529276535881,374.3165176963063
labeled-data\nop9\img0823.png,367.2967369486523,382.5513475956012,368.12021993858184,366.08168779701145,364.8262879788639,352.08247696821013,364.0028049889344,338.0832661394088,364.8262879788639,323.26057232067797,,,,,364.8262879788639,366.08168779701145,362.3558390090754,352.08247696821013,362.3558390090754,338.0832661394088,362.3558390090754,323.26057232067797,,,,
labeled-data\nop9\img0825.png,374.2927715778351,365.32103276252747,374.1339159011841,351.59015822410583,371.01185035705566,338.4943222999573,369.89059257507324,324.3434091806412,369.1270489692688,312.3030891418457,371.4141518982998,301.02653159258176,,,371.6145810186863,353.10332679748535,368.6027121543884,340.10869950056076,366.720579624176,325.54056882858276,366.1259174346924,312.7583508491516,361.53235601914594,301.8500145825112,,
labeled-data\nop9\img0831.png,332.7104513716138,312.5552934515946,333.5339343615433,298.55608262279327,328.59303642196636,284.55687179399195,326.9460704421074,272.20462694504965,326.9460704421074,259.0288991061778,325.2991044622484,245.85317126730598,,,328.59303642196636,299.3795656127228,323.6521384823894,286.203837773851,322.8286554924599,273.0281099349791,322.8286554924599,259.8523820961073,319.53472353274196,249.14710322702393,,
labeled-data\nop9\img0841.png,340.0899242684245,327.2564206123352,339.2983152910497,309.26136149187664,335.18090034140226,296.90911664293435,331.8869683816843,279.615973854415,322.0051725025304,260.67586508603677,324.4756214723189,249.14710322702393,,,336.0043833313317,311.73181046166513,332.7104513716138,296.90911664293435,327.76955343203684,282.90990581413297,321.18168951260094,263.14631405582526,320.3582065226714,249.14710322702393,,
labeled-data\nop9\img0849.png,401.50547885894775,308.66285890340805,400.2360565458319,295.2621506630753,393.9100112915039,280.0785446166992,389.5307776767485,264.79328003568423,381.29594777745365,251.61755219681243,380.4724647875242,238.44182435794056,,,394.47167561632546,296.08563365300483,387.0603287069601,284.55687179399195,382.11943076738316,267.2637290054727,378.8254988076652,254.91148415653038,373.8846008680882,239.26530734787008,,
labeled-data\nop9\img0915.png,396.1186415961845,325.7310212904664,391.1777436566075,310.9083274717356,388.70729468681907,299.3795656127228,380.4724647875242,290.3212527234984,379.6489817975947,281.262939834274,,,,,387.0603287069601,312.5552934515946,384.5898797371716,301.8500145825112,379.6489817975947,290.3212527234984,376.3550498378767,282.90990581413297,,,,
labeled-data\nop9\img0922.png,426.26027250289917,359.128000497818,424.1170632537871,343.0241640789857,417.26182079315186,329.4979176521301,410.64816427230835,314.8311839103699,406.0004374753383,299.3795656127228,400.687132358551,284.8449098467827,,,421.64661428399864,346.3180960387037,413.256450176239,330.65684175491333,407.7124893665314,314.9129991531372,403.52998850554985,301.8500145825112,396.94212458611395,288.6742867436394,,
labeled-data\nop9\img0942.png,433.17537614301153,378.43393264595375,434.82234212287045,364.4347218171524,435.64582511279997,350.4355109883511,438.9397570725179,333.96585118976134,444.7041380020243,314.2022594314536,446.35110398188334,291.1447357134279,448.8215529516718,276.32204189469707,423.29358026385756,366.9051707869409,412.5883013947743,356.19989191785754,402.70650551562034,346.3180960387037,387.88381169688955,333.1423681998318,378.8254988076652,314.2022594314536,368.9437029285113,299.3795656127228
labeled-data\nop9\img1085.png,354.1210091097805,402.3149393539089,359.06190704935744,386.6687625452487,362.3558390090754,371.84606872651784,368.12021993858184,355.3764089279281,373.06111787815877,340.55371510919724,378.0020158177357,326.5545042803959,387.0603287069601,306.7909125220882,345.88617921048564,389.1392115150371,336.82786632126124,380.9043816157422,326.9460704421074,366.9051707869409,315.4173085830945,352.9059599581396,305.53551270394064,341.37719809912676,289.0658529053508,319.96664036096
