labeled-data\vocal0\img0767.png,,,388.62220309810675,374.7550774526678,387.79604130808957,342.53476764199655,384.49139414802073,298.74819277108435,383.66523235800344,257.44010327022374,383.66523235800344,216.1320137693632,,,377.88209982788305,374.7550774526678,373.7512908777969,344.187091222031,372.92512908777974,300.40051635111877,372.09896729776256,258.266265060241,367.9681583476764,214.47969018932878,,
labeled-data\vocal0\img0844.png,,,376.2297762478486,395.4091222030981,377.05593803786576,362.36265060240964,375.4036144578314,321.0545611015491,373.7512908777969,278.0941480206541,372.92512908777974,221.9151462994837,372.92512908777974,175.65008605851983,374.5774526678142,395.4091222030981,376.2297762478486,362.36265060240964,370.4466437177281,321.0545611015491,367.9681583476764,278.0941480206541,363.0111876075732,221.9151462994837,356.40189328743554,175.65008605851983
labeled-data\vocal0\img0945.png,,,,,439.84423407917393,201.26110154905336,448.93201376936327,173.9977624784854,458.0197934595526,138.4728055077453,469.5860585197936,105.42633390705686,486.1092943201378,74.85834767642001,402.6669535283994,216.95817555938038,395.23149741824443,200.43493975903618,381.1867469879519,175.65008605851983,367.9681583476764,144.2559380378658,351.4449225473322,107.90481927710846,334.92168674698803,69.07521514629951
labeled-data\vocal0\img0969.png,394.40533562822725,279.7464716006885,397.7099827882961,258.266265060241,403.4931153184166,232.65524956970745,402.6669535283994,198.78261617900176,405.97160068846824,173.9977624784854,,,,,388.62220309810675,259.0924268502582,382.83907056798625,235.13373493975905,378.70826161790023,199.60877796901894,378.70826161790023,178.12857142857143,,,,
labeled-data\vocal0\img1007.png,387.79604130808957,378.88588640275384,390.2745266781412,357.4056798623064,390.2745266781412,323.5330464716007,390.2745266781412,296.26970740103275,391.9268502581756,267.3540447504303,392.7530120481928,240.0907056798623,,,386.1437177280551,357.4056798623064,387.79604130808957,325.1853700516351,387.79604130808957,297.0958691910499,387.79604130808957,268.1802065404475,386.1437177280551,241.74302925989673,,
labeled-data\vocal0\img1053.png,,,,,384.49139414802073,416.8893287435456,391.1006884681584,373.92891566265064,386.9698795180724,338.4039586919105,388.62220309810675,283.8772805507745,,,,,368.7943201376937,416.06316695352837,366.31583476764206,373.1027538726334,366.31583476764206,336.7516351118761,365.4896729776249,290.48657487091225,,
labeled-data\vocal0\img1129.png,,,,,398.53614457831327,384.66901893287434,400.18846815834775,352.4487091222031,400.18846815834775,317.7499139414802,,,,,,,388.62220309810675,383.84285714285716,386.1437177280551,350.79638554216865,386.9698795180724,318.57607573149744,,,,
labeled-data\vocal0\img1167.png,381.1867469879519,405.32306368330467,386.1437177280551,376.40740103270224,389.44836488812393,344.187091222031,388.62220309810675,311.96678141135976,391.9268502581756,276.44182444061965,392.7530120481928,225.21979345955253,,,382.83907056798625,377.2335628227195,385.3175559380379,340.88244406196213,388.62220309810675,311.96678141135976,385.3175559380379,278.92030981067126,381.1867469879519,226.04595524956972,,
labeled-data\vocal0\img1200.png,,,441.4965576592083,412.7585197934595,442.3227194492256,378.88588640275384,443.14888123924277,340.88244406196213,443.97504302925995,298.74819277108435,448.93201376936327,266.5278829604131,450.58433734939763,239.26454388984513,437.3657487091223,412.7585197934595,439.84423407917393,378.88588640275384,442.3227194492256,340.05628227194495,441.4965576592083,299.5743545611016,440.6703958691911,266.5278829604131,,
labeled-data\vocal0\img1240.png,,,401.8407917383821,417.71549053356284,401.8407917383821,392.10447504302925,403.4931153184166,359.884165232358,404.31927710843377,319.4022375215146,404.31927710843377,285.529604130809,,,398.53614457831327,415.2370051635112,399.36230636833056,391.278313253012,401.8407917383821,357.4056798623064,401.0146299483649,318.57607573149744,396.8838209982789,287.1819277108434,396.0576592082617,264.0493975903615
labeled-data\vocal0\img1331.png,,,430.7564543889846,378.88588640275384,431.5826161790018,345.83941480206545,434.8872633390706,309.4882960413081,436.5395869191051,264.87555938037866,435.7134251290879,221.9151462994837,434.06110154905343,164.08382099827884,422.49483648881244,378.05972461273666,418.3640275387264,348.31790017211705,415.88554216867476,309.4882960413081,415.0593803786576,264.87555938037866,414.2332185886404,224.3936316695353,413.4070567986231,169.86695352839934
labeled-data\vocal0\img1371.png,401.0146299483649,378.05972461273666,405.14543889845106,351.6225473321859,401.8407917383821,314.44526678141136,405.14543889845106,271.4848537005164,406.7977624784854,233.48141135972463,407.6239242685027,193.8256454388985,409.2762478485371,150.86523235800348,402.6669535283994,349.97022375215147,398.53614457831327,313.6191049913941,396.8838209982789,269.8325301204819,392.7530120481928,235.9598967297763,391.9268502581756,195.47796901893292,393.57917383821007,154.16987951807232
labeled-data\vocal0\img1426.png,,,,,373.7512908777969,310.3144578313253,371.27280550774526,272.3110154905336,370.4466437177281,240.91686746987955,375.4036144578314,206.21807228915668,376.2297762478486,184.73786574870917,,,367.14199655765924,309.4882960413081,367.14199655765924,274.78950086058524,367.9681583476764,240.0907056798623,363.8373493975904,207.04423407917386,,
